CASEID,RESPONSE,RESIDUAL,TOTAL_INDEX_CRIME_RATES_PER_100K,PERCENT_HISPANIC_FEMALE,PERCENT_WHITE_MALE,PERCENT_NATIVE_HAWAIIN_FEMALE,PERCENT_OF_PARAPHERNALIA_DRUG_ARRESTS,PERCENT_NEEDLE_SYRINGE_ARRESTS,PERCENT_AMERICAN_INDIAN_FEMALE,PERCENT_ASAIN_FEMALE,PERCENT_CANNABIS_ARRESTS,PERCENT_AMERICAN_INDIAN_MALE,PERCENT_BLACK_MALE,PERCENT_WHITE_FEMALE,PERCENT_CONTROLLED_SUBSTANCE_ARRESTS,PERCENT_TWO_OR_MORE_RACES_MALE,UNEMPLOYMENT_RATE,PERCENT_OF_METH_ARRESTS,PERCENT_NATIVE_HAWAIIN_MALE,POPULATION_PERCENT_MALE,PERCENT_TWO_OR_MORE_RACES_FEMALE,PERCENT_ASAIN_MALE,PERCENT_BLACK_FEMALE,PERCENT_HISPANIC_MALE,HTS_PER_100K,SEXUAL_ASSAULT_PER_100K,ARSON_PER_100K,MVT_PER_100K,BURGLARY_PER_100K,COUNTY,POPULATION,HOMOCIDES_PER_100K,BATTERY_ASSAULT_PER_100K,HTIS_PER_100K,YEAR,THEFT_PER_100K,ROBBERY_PER_100K
233,3243.02,231.776,3474.8,0.0109261,0.451655,0.000185637,0.247449,4.33673,0.00175029,0.00599342,3.82653,0.00180333,0.0546834,0.432773,23.9796,0.00946749,5.2,43.1122,0.000185637,0.514135,0.0107139,0.00548955,0.0344489,0.0174499,0,81.7295,23.7279,97.5481,664.382,"JEFFERSON",37930,2.63644,619.562,0,2018,1924.6,60.638
234,1371.27,-191.566,1179.7,0.00802937,0.478642,9.17642e-05,0.28479,6.14887,0.00155999,0.00766231,14.2395,0.00215646,0.00422115,0.492957,35.2751,0.00591879,4.8,15.8576,0.00022941,0.487222,0.00679055,0.00160587,0.00371645,0.00688231,0,50.6889,0,92.1617,322.566,"JERSEY",21701,0,101.378,0,2018,612.875,0
235,1043.27,104.028,1147.3,0.0143453,0.492007,0.000187521,0.408511,2.12766,0.00145328,0.00318785,28.9362,0.00187521,0.00393793,0.486991,13.1915,0.00595378,4.3,14.8936,0.000328161,0.500445,0.00482865,0.00210961,0.00290657,0.0166893,0,28.0978,9.36593,42.1467,187.319,"JO DAVIESS",21354,0,65.5615,0,2018,800.787,14.0489
236,1026.36,44.6425,1071,0.00982049,0.472913,8.04959e-05,0.411765,0,0.00112694,0.00169041,17.6471,0.00273686,0.068502,0.442083,23.5294,0.00539322,7.4,17.6471,0.000241488,0.546084,0.00643967,0.00128793,0.00249537,0.0219754,0,15.5219,7.76096,62.0877,240.59,"JOHNSON",12885,0,294.917,0,2018,450.136,0
237,1228.26,-50.1578,1178.1,0.156487,0.441378,0.000381063,0.22993,0.701481,0.00471167,0.0224245,31.4108,0.00541936,0.0296403,0.434207,44.1933,0.00962795,4.8,0.701481,0.000418606,0.497973,0.00985133,0.0206018,0.0304513,0.164501,0,33.2702,3.55131,48.5969,127.286,"KANE",535014,1.12147,115.137,0.186911,2018,817.175,31.9618
238,2267.24,-77.4408,2189.8,0.0501396,0.410885,0.000218275,0.209677,2.68817,0.00218275,0.00546597,20.1613,0.00213728,0.0732768,0.412522,53.7634,0.0101589,5.4,2.41935,0.000236465,0.492329,0.00994971,0.00517494,0.077333,0.0560603,0.92087,58.9357,17.4965,102.217,313.096,"KANKAKEE",108593,5.52522,202.591,0,2018,1436.56,53.4104
239,1068.79,-70.2897,998.5,0.0949051,0.439362,0.000368001,0.336842,1.05263,0.00270128,0.0173665,40,0.0025995,0.0379902,0.434938,25.2632,0.0106251,3.6,0,0.000328852,0.49576,0.0100535,0.0149549,0.0388124,0.0985303,0,30.6392,7.8562,20.4261,92.7032,"KENDALL",127288,0.78562,46.3516,0,2018,787.191,12.5699
240,2330.3,154.601,2484.9,0.0258114,0.444015,0.000220097,0.225722,3.14961,0.00162071,0.00582256,24.4094,0.00258114,0.0537036,0.445676,19.9475,0.0134459,5.2,29.9213,0.000140062,0.505202,0.0134659,0.00430189,0.0279923,0.0330746,11.9756,63.8697,0,103.788,407.169,"KNOX",50102,3.99186,267.454,0,2018,1608.72,29.9389
241,1450.57,-117.667,1332.9,0.10728,0.417512,0.000458842,0.421444,1.80467,0.00412386,0.0424593,23.4607,0.0044026,0.0364158,0.40418,31.6879,0.0110122,4.4,0.902335,0.000494578,0.499663,0.0107878,0.0399993,0.0383269,0.113437,0,25.702,2.99857,48.6911,147.644,"LAKE",700334,2.99857,67.9676,0,2018,995.382,41.5516
242,1359.55,0.254024,1359.8,0.047014,0.477524,0.000201541,0.23955,0.482315,0.00178638,0.00603707,30.8682,0.00210702,0.0205938,0.473236,42.7653,0.0071547,5.7,1.92926,0.000146575,0.504072,0.00675162,0.00344452,0.00791506,0.0529594,0,47.6793,21.0889,42.1778,202.637,"LASALLE",109062,0.91691,59.5991,0,2018,976.509,9.1691
243,401.588,-263.988,137.6,0.00733574,0.45665,0.000126478,0.5,0,0.00202365,0.00164422,25,0.00252956,0.0965661,0.427307,0,0.0055018,5.7,25,0.000252956,0.559476,0.00524885,0.00347815,0.00417378,0.0313666,0,0,0,6.25352,25.0141,"LAWRENCE",15991,0,31.2676,0,2018,75.0422,0
244,1290.98,-33.5768,1257.4,0.026038,0.475945,0.000204105,0.207407,0.740741,0.00142874,0.00437369,42.2222,0.00224516,0.0481106,0.448099,31.4815,0.00746443,4.3,4.81481,0.000291579,0.530791,0.00766853,0.00381969,0.00743527,0.0388092,0,73.4473,2.93789,29.3789,223.28,"LEE",34038,0,120.454,0,2018,807.921,0
245,1138.01,-55.6081,1082.4,0.0203282,0.469452,5.60004e-05,0.162791,8.83721,0.00126001,0.00456404,16.2791,0.00145601,0.0253962,0.469592,53.4884,0.00921207,4.3,5.11628,8.40007e-05,0.501428,0.00669205,0.00459204,0.0164081,0.0262922,0,16.0759,5.35863,50.9069,150.042,"LIVINGSTON",37323,0,182.193,0,2018,661.79,16.0759
246,1401.31,-141.51,1259.8,0.011829,0.447703,6.91754e-05,0.291139,3.79747,0.00131433,0.00415053,13.9241,0.00242114,0.053611,0.45009,53.1646,0.00854317,4.6,0,0.000138351,0.508024,0.00733259,0.00377006,0.0290191,0.0228279,0,24.1604,6.90298,58.6753,207.089,"LOGAN",28973,0,179.477,0,2018,776.585,6.90298
247,1454.68,-120.876,1333.8,0.013674,0.449173,0.000166756,0.237548,1.91571,0.00226788,0.0125734,44.8276,0.0016342,0.0261139,0.457044,19.1571,0.00847119,4.9,10.3448,0,0.489428,0.0088047,0.0120731,0.0297158,0.014341,0,95.2694,3.28515,29.5664,170.828,"MCDONOUGH",30440,3.28515,144.547,0,2018,877.135,9.85545
248,1135.51,-207.908,927.6,0.0649114,0.471609,0.000220599,0.266471,1.1713,0.00241362,0.0159545,33.3821,0.00262449,0.00928464,0.467736,36.6032,0.00800646,3.6,2.19619,0.000275749,0.49765,0.00818489,0.0134825,0.00784101,0.0692098,0,34.4404,1.29964,28.592,87.0757,"MCHENRY",307778,0.32491,66.2815,0,2018,702.454,7.14801
249,1919,-190.598,1728.4,0.0251204,0.416687,0.000226205,0.143072,0.753012,0.00146743,0.0251262,28.1627,0.00147903,0.0398353,0.43269,53.3133,0.0120933,4.1,3.46386,0.000295807,0.485958,0.0120817,0.0271446,0.0424511,0.0255786,0,73.3001,2.90874,73.8819,212.919,"MCLEAN",171896,6.39922,187.904,0,2018,1136.73,34.3231
250,2950.07,-38.4654,2911.6,0.0116646,0.389095,0.000239225,0.425897,0.156006,0.00114828,0.00589451,13.4165,0.00147363,0.0820734,0.405123,33.3853,0.014832,5.5,10.4524,0.000267932,0.478852,0.0150999,0.0053108,0.0936423,0.0117125,0,34.4007,23.8894,113.713,680.37,"MACON",104649,8.60018,345.918,1.91115,2018,1622.57,82.1795
251,1343.99,256.606,1600.6,0.00690675,0.485745,6.61989e-05,0.0606061,3.0303,0.00187563,0.00251556,20.202,0.0018315,0.00503111,0.490423,41.4141,0.00558277,4.8,29.2929,0.000264795,0.494439,0.00591376,0.00141224,0.00476632,0.00606823,0,24.4869,6.67824,80.1389,289.39,"MACOUPIN",44922,2.22608,124.661,0,2018,1066.29,6.67824
252,2067.98,63.6204,2131.6,0.0161916,0.439192,0.000291638,0.195631,6.1165,0.00167029,0.00564717,9.46602,0.00165893,0.0407157,0.44799,38.2524,0.0104043,4.4,26.6019,0.000344663,0.486948,0.0102301,0.00450334,0.0472226,0.0173733,0,56.513,10.2406,145.644,394.453,"MADISON",263656,4.55139,197.606,0,2018,1280.84,41.721
253,2799.33,382.567,3181.9,0.00906878,0.46109,8.02547e-05,0.229917,10.2493,0.00141783,0.00363821,2.21607,0.00216688,0.0222038,0.47492,25.7618,0.00995158,4.8,38.7812,0.000187261,0.488804,0.0101923,0.00256815,0.0209465,0.0118509,0,127.915,90.6063,239.84,706.196,"MARION",37525,2.66489,370.42,0,2018,1590.94,53.2978
254,1174.66,-179.456,995.2,0.0147174,0.4855,8.70853e-05,0.333333,3.7037,0.00165462,0.00287381,14.8148,0.00252547,0.0047026,0.489855,40.7407,0.00539929,5.1,7.40741,8.70853e-05,0.495167,0.00714099,0.00200296,0.00322215,0.015327,0,17.307,8.65351,43.2676,250.952,"MARSHALL",11556,8.65351,121.149,0,2018,536.518,8.65351
255,1397.55,273.147,1670.7,0.0045075,0.483928,0,0.142857,1.78571,0.0022168,0.00273406,16.0714,0.00184734,0.00465529,0.495308,23.2143,0.00628094,5.8,44.6429,7.38934e-05,0.492721,0.00487697,0.00169955,0.00214291,0.00687209,0,162.638,0,73.9262,258.742,"MASON",13527,0,214.386,0,2018,946.256,14.7852
256,3422.09,403.915,3826,0.0144762,0.443842,0,0.201149,4.5977,0.00285246,0.00256721,13.7931,0.0024959,0.0298082,0.472866,20.1149,0.0114098,6.9,41.3793,0.000142623,0.479498,0.0127647,0.00263852,0.0294516,0.0152606,0,49.505,77.7935,169.731,799.151,"MASSAC",14140,0,247.525,0,2018,2468.18,14.1443
257,932.094,-124.094,808,0.00748637,0.478477,0.000162747,0,0,0.0015461,0.00268533,18.75,0.00179022,0.00488242,0.497437,25,0.00773049,4,56.25,8.13736e-05,0.487102,0.00683538,0.00113923,0.00423143,0.00773049,0,57.7129,57.7129,49.4682,156.649,"MENARD",12129,0,74.2023,0,2018,412.235,0
258,981.177,-262.277,718.9,0.0131824,0.489808,0.000257218,0.368421,3.94737,0.000771655,0.00276509,26.3158,0.00173622,0.00456562,0.489679,11.8421,0.00630185,5.1,21.0526,0.000128609,0.498296,0.00475854,0.00180053,0.00347245,0.0118963,0,25.9067,0,38.8601,226.684,"MERCER",15440,0,19.4301,0,2018,408.031,0
259,728.415,-13.0147,715.4,0.00773863,0.491025,0.000145463,0.178571,8.33333,0.00110552,0.00410206,14.2857,0.00125098,0.00212376,0.491199,39.2857,0.0050912,3.4,20.2381,0.000145463,0.496843,0.00459663,0.0019783,0.00200739,0.00765135,0,26.3883,0,29.3204,134.874,"MONROE",34106,0,46.9126,0,2018,474.99,2.93204
260,1482.43,539.767,2022.2,0.00599491,0.486982,0.000139417,0.30916,0.381679,0.00101077,0.00282319,15.2672,0.00125475,0.032972,0.46485,23.6641,0.00435677,5.8,29.771,0.000243979,0.523893,0.00480987,0.00216096,0.00247464,0.0115716,0,45.6397,17.5537,31.5967,396.714,"MONTGOMERY",28484,0,168.516,0,2018,1355.15,7.02149
261,2115.98,56.8154,2172.8,0.00993329,0.44976,0.000146942,0.266667,0,0.00129309,0.00349722,10.9091,0.00290945,0.0489023,0.458636,30.303,0.00955124,4.3,32.1212,0.00038205,0.50648,0.00908102,0.00399683,0.0208658,0.0154583,0,68.8355,5.98569,35.9142,332.206,"MORGAN",33413,0,191.542,0,2018,1520.37,17.9571
262,1093.06,91.8377,1184.9,0.00744129,0.484298,0.000136537,0.171429,2.85714,0.00129711,0.00170672,45.7143,0.00129711,0.00307209,0.498293,25.7143,0.00525669,3.8,8.57143,0.000204806,0.490579,0.00491535,0.00143364,0.00307209,0.0078509,0,34.2442,6.84885,27.3954,164.372,"MOULTRIE",14601,0,328.745,0,2018,609.547,13.6977
263,949.222,-133.522,815.7,0.0503732,0.483153,0.000334771,0.264151,4.40252,0.00167385,0.00344617,34.5912,0.00200862,0.00697111,0.485477,33.9623,0.00710896,4.9,0.628931,0.000374156,0.495835,0.00764065,0.00293417,0.00559264,0.0524606,0,35.6358,1.97977,53.4537,162.341,"OGLE",50511,0,53.4537,0,2018,498.901,9.89883
264,3539.17,194.829,3734,0.0243495,0.37255,0.000370945,0.172515,4.97076,0.00191009,0.019267,27.4854,0.00204296,0.0877644,0.379144,46.6374,0.0152253,5.5,3.65497,0.000304507,0.484692,0.0151257,0.0212435,0.0994906,0.0246318,0,58.3183,34.6609,283.889,636.55,"PEORIA",181761,13.2042,372.467,0,2018,2217.2,117.737
265,855.117,19.0829,874.2,0.00695233,0.463157,0.000331063,0.230159,10.3175,0.00118237,0.00208097,9.12698,0.00297957,0.0795025,0.428065,30.9524,0.0100738,5.8,26.5873,0.000283768,0.550132,0.00818199,0.00335793,0.0100265,0.0251135,0,9.50164,0,85.5148,199.534,"PERRY",21049,0,128.272,0,2018,451.328,0
266,749.051,-173.651,575.4,0.00739338,0.487169,0.000305511,0.571429,2.38095,0.000855432,0.00238299,21.4286,0.00122205,0.00427716,0.49279,14.2857,0.00562141,4.1,4.7619,0.000122205,0.495173,0.00580472,0.00183307,0.0026885,0.00623243,0,24.4858,12.2429,18.3643,116.308,"PIATT",16336,0,183.643,0,2018,214.251,6.12145
267,940.953,-149.753,791.2,0.0050016,0.484707,6.41231e-05,0.280702,1.75439,0.000769477,0.00160308,4.38596,0.00147483,0.0125681,0.490862,18.4211,0.00448862,4.7,47.3684,0.000320616,0.500866,0.00410388,0.00160308,0.00173132,0.00769477,0,31.904,0,12.7616,216.947,"PIKE",15672,6.38081,70.1889,0,2018,453.037,0
268,505.25,-258.05,247.2,0.028417,0.50122,0.000174338,0,100,0.00209205,0.00400976,0,0.000871688,0.00488145,0.474198,0,0.00714784,5.2,0,0,0.509589,0.00610181,0.00174337,0.00383542,0.02894,0,0,0,17.6585,35.317,"PUTNAM",5663,17.6585,0,0,2018,176.585,0
269,365.597,-101.097,264.5,0.00801815,0.455729,0.000217547,0.306122,9.18367,0.00142959,0.00264164,11.2245,0.00170929,0.0896914,0.424434,33.6735,0.00689934,4.3,15.3061,0.00049725,0.550517,0.005967,0.00229978,0.0147932,0.0236504,0,9.33503,0,21.7817,74.6803,"RANDOLPH",32137,0,49.7869,0,2018,102.685,6.22336
270,2510.13,801.872,3312,0.0096209,0.484103,0.000127429,0.215827,2.8777,0.00184772,0.00503345,9.35252,0.00165658,0.00490602,0.486907,11.5108,0.00681746,4.6,54.6763,6.37146e-05,0.495444,0.00739089,0.00433259,0.00324944,0.0087289,0,88.6581,31.6636,107.656,734.596,"RICHLAND",15791,0,259.642,0,2018,2058.13,31.6636
271,2571.33,-62.6284,2508.7,0.0643594,0.418199,0.000245406,0.244085,8.84184,0.00327441,0.0123684,15.5666,0.00287475,0.0572987,0.424881,31.3823,0.0149066,5.1,19.8007,0.000224371,0.493111,0.0140302,0.0136866,0.0520891,0.066561,0,47.99,13.2146,216.998,426.346,"ROCK ISLAND",143780,2.78203,287.94,0,2018,1471,42.4259
272,2579.56,-14.5602,2565,0.0203053,0.332683,0.000505051,0.236011,5.42936,0.0017562,0.009045,27.7562,0.00200872,0.140018,0.328398,34.2382,0.0122934,5,8.97507,0.000462963,0.482407,0.0126684,0.00604148,0.16522,0.0215909,0,64.9423,31.5105,178.687,469.967,"ST. CLAIR",260231,13.8339,257.079,0,2018,1489.06,59.9467
273,2524.55,142.353,2666.9,0.00941612,0.463113,0.000210181,0.132701,11.3744,0.00252217,0.00386733,6.16114,0.00226996,0.0238345,0.474883,30.8057,0.00979444,6.4,38.3886,0.00067258,0.493169,0.0106772,0.00260625,0.0146706,0.00941612,0,29.3071,20.9336,108.855,724.304,"SALINE",23885,0,318.191,0,2018,1427.67,37.6806
274,3704.99,283.11,3988.1,0.0120017,0.406621,0.000178901,0.138889,0.297619,0.00134431,0.0107749,23.5119,0.00134431,0.0611739,0.426249,48.8095,0.0121959,4.3,13.4921,0.00020957,0.480242,0.0127071,0.0102025,0.0685037,0.0114957,0,64.4805,21.4935,178.089,757.39,"SANGAMON",195408,5.1175,434.476,0,2018,2407.27,119.749
275,825.541,-3.6412,821.9,0.00742358,0.493013,0,0.301587,1.5873,0.000727802,0.00305677,39.6825,0.00116448,0.0283843,0.461572,7.93651,0.00320233,4.3,20.6349,0,0.523872,0.00363901,0.00116448,0.00713246,0.0120815,0,43.2588,0,28.8392,100.937,"SCHUYLER",6935,0,86.5177,0,2018,562.365,0
276,659.874,-295.174,364.7,0.00588594,0.485691,0.0038563,0.318182,4.54545,0.000811853,0.00162371,36.3636,0.00142074,0.0038563,0.495636,13.6364,0.00507408,5.1,13.6364,0,0.491577,0.00426223,0.00060889,0.0022326,0.00669779,0,20.2634,0,20.2634,162.107,"SCOTT",4935,0,20.2634,0,2018,141.844,0
277,421.504,-98.3038,323.2,0.0052932,0.492037,0.000138083,0.470588,0,0.000874528,0.00170303,11.7647,0.00142686,0.00243947,0.493418,11.7647,0.00460278,4.2,29.4118,0.000276167,0.498021,0.00464881,0.00156495,0.00119672,0.00552334,0,37.4707,4.68384,18.7354,126.464,"SHELBY",21350,0,0,0,2018,135.831,0
278,862.005,149.595,1011.6,0.0105205,0.486711,0.00036914,0.571429,14.2857,0.00129199,0.0036914,0,0.00110742,0.00424511,0.486526,0,0.00719823,6.1,28.5714,0.00036914,0.495755,0.00775194,0.00258398,0.00461425,0.00996678,0,18.7336,18.7336,56.2008,187.336,"STARK",5338,0,149.869,0,2018,580.742,0
279,1880,-163.303,1716.7,0.0195772,0.429917,0.000178583,0.271255,0.809717,0.00142867,0.0037949,24.2915,0.00147331,0.0507847,0.440565,46.9636,0.0140411,4.6,0.809717,0.000245552,0.486082,0.0159386,0.00301359,0.0520124,0.0221443,0,65.1612,11.2347,51.6796,251.657,"STEPHENSON",44505,2.24694,56.1735,0,2018,1262.78,15.7286
280,1504.86,209.24,1714.1,0.0107437,0.477131,0.00012835,0.374877,1.07949,0.0014043,0.00541336,17.7625,0.00181956,0.00850887,0.489339,24.5339,0.00715742,4.8,19.1364,0.00018875,0.49168,0.00740657,0.00363911,0.00462816,0.0131295,0,75.3773,5.27641,36.9349,296.986,"TAZEWELL",132666,0.753773,158.292,0,2018,1114.08,26.382
281,1431.86,238.339,1670.2,0.0238831,0.485682,0.000297053,0.325,1.66667,0.00273289,0.00267348,19.1667,0.00433698,0.00772338,0.480929,13.3333,0.0083769,6.3,33.3333,5.94106e-05,0.500654,0.0078422,0.00207937,0.00487167,0.02923,0,47.5511,17.8317,101.046,291.251,"UNION",16824,0,160.485,0,2018,1040.18,11.8878
282,3887.12,193.279,4080.4,0.0235196,0.417642,0.000143412,0.221963,1.16822,0.00195562,0.00518891,17.5234,0.00190347,0.0731924,0.416013,31.0748,0.0129071,6,28.0374,0.0002086,0.497784,0.0123465,0.00411984,0.0665693,0.0283435,0,120.699,22.0633,151.847,828.023,"VERMILION",77051,19.4676,650.219,0,2018,2136.25,151.847
283,1322.35,-21.7542,1300.6,0.0111082,0.488501,8.6783e-05,0.383178,13.0841,0.00130174,0.00442593,8.41121,0.00156209,0.00564089,0.481038,14.9533,0.00876508,4.5,25.2336,0.000347132,0.503515,0.00598802,0.00685585,0.00364488,0.0187451,0,0,8.78812,17.5762,184.55,"WABASH",11379,0,149.398,0,2018,940.329,0
284,1482.13,10.674,1492.8,0.044315,0.459628,0.000882768,0.638889,0,0.00176554,0.0100047,8.33333,0.00258945,0.0165372,0.472516,13.8889,0.00894539,4.1,13.8889,0.00105932,0.493173,0.0102401,0.0131827,0.0114171,0.0524364,0,5.87717,11.7543,94.0347,258.595,"WARREN",17015,0,152.806,0,2018,946.224,23.5087
285,911.869,-32.2691,879.6,0.00807201,0.489821,7.14337e-05,0.365854,7.31707,0.000642903,0.00271448,14.6341,0.00128581,0.00528609,0.489106,17.0732,0.00492892,2.9,24.3902,0.000142867,0.499107,0.00421459,0.00200014,0.00414315,0.0065719,0,0,0,7.20981,180.245,"WASHINGTON",13870,0,230.714,0,2018,461.428,0
286,933.488,-286.688,646.8,0.00808526,0.484687,6.1252e-05,0.0588235,0,0.00171506,0.00361387,5.88235,0.0015313,0.0031851,0.495284,23.5294,0.00557393,5.5,64.7059,6.1252e-05,0.492221,0.00441014,0.00245008,0.00269509,0.00728899,0,30.5083,0,18.305,48.8132,"WAYNE",16389,0,91.5248,0,2018,451.522,6.10165
287,1391.14,255.555,1646.7,0.00631517,0.481422,0.000146864,0.283784,2.7027,0.00168894,0.00367161,16.2162,0.00220297,0.00499339,0.496622,14.8649,0.0063886,4.1,37.8378,0.000367161,0.491629,0.00425907,0.00212953,0.00198267,0.00837127,0,29.017,0,36.2713,275.662,"WHITE",13785,0,253.899,0,2018,1051.87,0
288,1495.89,5.60738,1501.5,0.0592047,0.479758,9.00041e-05,0.276995,9.38967,0.00198009,0.00342016,25.3521,0.00262812,0.00999046,0.4828,16.4319,0.0088024,4.4,21.1268,0.000162007,0.495293,0.00851439,0.0022141,0.00790236,0.0623549,0,70.2146,1.80037,81.0169,216.045,"WHITESIDE",55544,0,88.2183,0,2018,1037.02,7.2015
289,1459.89,-312.191,1147.7,0.0867599,0.405059,0.000250308,0.268065,0.621601,0.00224843,0.0308949,29.526,0.00236852,0.0594619,0.39879,41.8803,0.00977792,4.1,1.1655,0.000269117,0.49622,0.00994286,0.0284164,0.0616539,0.0909949,0,28.7729,10.6995,67.2332,156.01,"WILL",691623,2.3134,93.5481,0,2018,757.204,31.9538
290,2057.7,292.5,2350.2,0.012048,0.460258,0.000119435,0.267241,1.07759,0.00191096,0.00740497,10.3448,0.00295602,0.0279627,0.465409,24.1379,0.00888298,5,37.7155,0.000119435,0.496939,0.00976382,0.00525514,0.0184527,0.0151832,0,61.0628,11.9147,123.615,457.226,"WILLIAMSON",67144,0,144.466,0,2018,1526.57,25.3187
291,3456.47,92.7293,3549.2,0.0649508,0.405768,0.000289109,0.114485,3.03605,0.00274654,0.0143744,52.5617,0.00267955,0.0652717,0.408053,32.4478,0.0143109,5.6,0.506009,0.000264429,0.488309,0.0144696,0.0135493,0.071759,0.0662835,0,81.8876,25.8779,199.579,568.25,"WINNEBAGO",282094,11.3437,613.625,0,2018,1910,138.606
292,851.608,-273.308,578.3,0.00866925,0.49002,0.000129779,0.06,2,0.00150544,0.00389337,34,0.00119397,0.00394528,0.48649,56,0.00550263,4,2,0.000129779,0.499338,0.00594388,0.00363381,0.00269941,0.0100709,0,12.9655,7.77928,33.7102,70.0135,"WOODFORD",38564,0,49.2687,0,2018,401.929,2.59309
293,2277.85,274.153,2552,0.00737119,0.464912,0.000165476,0.356877,0.929368,0.00115833,0.0047988,25.8364,0.00153441,0.0195111,0.475953,14.1264,0.00952238,4.8,23.4201,0.000135389,0.490169,0.00922151,0.00365551,0.0185333,0.00797292,0,80.6665,13.2,68.9331,513.332,"ADAMS",68182,1.46666,228.799,0,2016,1611.86,33.7332
294,1824.55,657.953,2482.5,0.0102183,0.324199,0.000774114,0.207547,0,0.0020127,0.0013934,47.1698,0.00263199,0.15281,0.326057,24.5283,0.00990866,9.3,7.54717,0.000774114,0.481499,0.012231,0.000774114,0.176033,0.0082056,0,0,34.965,69.9301,419.58,"ALEXANDER",8580,0,862.471,0,2016,1048.95,46.62
295,1035.84,14.1569,1050,0.00967001,0.467545,6.04376e-05,0.3,6.15385,0.00271969,0.00211531,19.2308,0.00362625,0.0452677,0.451892,24.6154,0.00809863,5.1,20,0.000181313,0.522241,0.00574157,0.00471413,0.0152303,0.0246585,0,0,0,33.6908,196.53,"BOND",17809,0,33.6908,0,2016,786.119,0
296,946.057,-25.4569,920.6,0.101643,0.47493,0.000410678,0.421265,2.15343,0.00349076,0.00772821,40.646,0.00354676,0.0133284,0.466791,14.9394,0.011387,6.4,0.13459,0.000560015,0.499141,0.0101176,0.00632817,0.0123203,0.110846,0,51.8898,15.0648,30.1296,112.149,"BOONE",59742,0,95.4103,0,2016,607.613,8.36932
297,323.562,7.83782,331.4,0.00542414,0.444026,0.000301341,0.4375,0,0.000452011,0.00135603,50,0.0117523,0.183065,0.351062,6.25,0.0051228,3.4,0,0,0.64276,0.00241073,0.00210939,0.00165737,0.0595148,0,0,0,0,13.8064,"BROWN",7243,0,138.064,0,2016,179.484,0
298,1344.56,-324.362,1020.2,0.0429992,0.480087,0.000209606,0.473684,2.63158,0.00236555,0.0059588,36.8421,0.0019164,0.00476105,0.489789,13.1579,0.00709666,6,0,0.000179662,0.490717,0.00634807,0.00341358,0.00461133,0.0471613,0,13.2496,7.94976,29.1491,262.342,"BUREAU",37737,0,95.3971,0,2016,609.481,2.64992
299,1241.31,272.99,1514.3,0.0173335,0.488421,0.000274048,0.378788,1.51515,0.00212387,0.00322006,42.4242,0.00226089,0.00623458,0.483215,6.06061,0.00719375,5.7,12.1212,6.85119e-05,0.500274,0.00671417,0.00280899,0.00417923,0.0177446,0,13.8927,0,55.571,277.855,"CARROLL",14396,0,62.5174,0,2016,1104.47,0
300,1457.22,451.977,1909.2,0.0838068,0.468355,0.000552399,0.333333,1.96078,0.00236742,0.00339331,36.2745,0.00410354,0.0288826,0.464015,10.7843,0.0056029,5.6,17.6471,0.000236742,0.504182,0.00647096,0.00236742,0.0190183,0.100773,0,14.7427,0,7.37137,302.226,"CASS",13566,0,464.396,0,2016,1113.08,7.37137
301,3194.52,127.478,3322,0.0275074,0.375884,0.000413895,0.246109,2.82101,0.00159373,0.0506285,48.3463,0.00200763,0.0634497,0.363795,21.9844,0.0140534,5,2.23735,0.00060895,0.499781,0.0140915,0.0568179,0.0696962,0.0307377,1.90344,60.91,12.3724,104.689,687.141,"CHAMPAIGN",210146,5.23446,324.06,0,2016,2027.16,100.406
302,965.719,-124.619,841.1,0.00613903,0.491273,0.000210653,0.431818,5.11364,0.00129401,0.00331026,22.1591,0.00117364,0.0134818,0.478905,15.9091,0.00520614,6.4,13.6364,0.00018056,0.509058,0.00481493,0.00264821,0.00240746,0.00990069,0,28.2263,0,19.7584,149.599,"CHRISTIAN",35428,0,56.4525,0,2016,584.284,2.82263
303,688.447,-73.6471,614.8,0.00643249,0.489374,0.000189191,0.386364,0,0.00119821,0.00264867,26.1364,0.00107208,0.0027748,0.494734,12.5,0.00510815,5.8,22.7273,0.000126127,0.494671,0.00435139,0.000945954,0.00220723,0.00889197,0,0,18.2626,30.4377,97.4006,"CLARK",16427,6.08754,66.9629,0,2016,383.515,12.1751
304,1061.79,-97.5881,964.2,0.00608382,0.488283,0,0.377358,0,0.00150218,0.00525762,33.9623,0.00120174,0.00247859,0.491362,15.0943,0.0050323,6.8,13.2075,0,0.495118,0.00465675,0.00292925,0.00210305,0.00788644,0,0,0,26.0603,267.118,"CLAY",15349,0,58.6357,0,2016,605.903,6.51508
305,1005.37,6.33281,1011.7,0.0121546,0.48355,0.000292561,0.377483,5.96026,0.00164898,0.00359052,31.7881,0.0022607,0.0309317,0.464188,17.2185,0.00574483,4.5,7.28477,0.00037235,0.519136,0.00595761,0.00172877,0.00518631,0.0192824,0,7.70297,2.56766,33.3796,71.8944,"CLINTON",38946,0,97.571,0,2016,790.839,7.70297
