CASEID,RESPONSE,RESIDUAL,TOTAL_INDEX_CRIME_RATES_PER_100K,PERCENT_HISPANIC_FEMALE,PERCENT_WHITE_MALE,PERCENT_NATIVE_HAWAIIN_FEMALE,PERCENT_OF_PARAPHERNALIA_DRUG_ARRESTS,PERCENT_NEEDLE_SYRINGE_ARRESTS,PERCENT_AMERICAN_INDIAN_FEMALE,PERCENT_ASAIN_FEMALE,PERCENT_CANNABIS_ARRESTS,PERCENT_AMERICAN_INDIAN_MALE,PERCENT_BLACK_MALE,PERCENT_WHITE_FEMALE,PERCENT_CONTROLLED_SUBSTANCE_ARRESTS,PERCENT_TWO_OR_MORE_RACES_MALE,UNEMPLOYMENT_RATE,PERCENT_OF_METH_ARRESTS,PERCENT_NATIVE_HAWAIIN_MALE,POPULATION_PERCENT_MALE,PERCENT_TWO_OR_MORE_RACES_FEMALE,PERCENT_ASAIN_MALE,PERCENT_BLACK_FEMALE,PERCENT_HISPANIC_MALE,HTS_PER_100K,SEXUAL_ASSAULT_PER_100K,ARSON_PER_100K,MVT_PER_100K,BURGLARY_PER_100K,COUNTY,POPULATION,HOMOCIDES_PER_100K,BATTERY_ASSAULT_PER_100K,HTIS_PER_100K,YEAR,THEFT_PER_100K,ROBBERY_PER_100K
86,1981.15,-73.1529,1908,0.0174083,0.432163,0.000175177,0.361446,0,0.00131383,0.00359114,41.7671,0.00122624,0.0470132,0.445279,15.6627,0.01235,6.6,6.4257,0.000262766,0.48419,0.0147806,0.00302181,0.0506701,0.0189848,0,40.9174,19.3819,30.1497,340.261,"STEPHENSON",46435,2.15355,86.1419,0,2015,1358.89,30.1497
87,1675.42,149.075,1824.5,0.0102158,0.478251,0.000156364,0.440972,0.694444,0.00130303,0.00526425,38.3681,0.00176468,0.00782565,0.490142,13.1944,0.0065524,6.2,3.64583,0.000156364,0.492048,0.00691725,0.00367828,0.00416971,0.012107,0,48.6342,5.89505,46.4235,323.491,"TAZEWELL",135707,0.736882,184.957,0,2015,1204.8,9.57946
88,1272.78,137.215,1410,0.0214071,0.484263,0.000289285,0.357143,3.57143,0.00242999,0.00242999,23.2143,0.0037607,0.00717426,0.485709,23.2143,0.0087364,7.6,14.2857,0.000115714,0.498033,0.00717426,0.00185142,0.00393427,0.0278871,0,28.6582,5.73164,45.8532,246.461,"UNION",17447,0,131.828,0,2015,951.453,0
89,3962.48,435.018,4397.5,0.0220791,0.419351,0.000113679,0.172414,0,0.00198307,0.00495137,27.5862,0.00176835,0.0710749,0.419768,40.6897,0.0114311,7.1,14.4828,0.000176835,0.496526,0.01157,0.00367564,0.0650878,0.0258052,0,120.409,18.814,127.935,1230.43,"VERMILION",79728,0,529.3,0,2015,2250.15,120.409
90,1460.51,2.79227,1463.3,0.00868892,0.485633,8.60289e-05,0.554745,5.10949,0.00111838,0.00438747,24.0876,0.0012044,0.00464556,0.488042,8.75912,0.00748451,5.6,6.56934,0.000344116,0.498365,0.00516173,0.00628011,0.00283895,0.0131624,0,0,43.2938,17.3175,303.057,"WABASH",11549,0,207.81,0,2015,891.852,0
91,1367.74,126.055,1493.8,0.0435405,0.459181,0.000630192,0.393617,1.06383,0.00189058,0.00939559,48.9362,0.0029218,0.0160985,0.474133,10.6383,0.00824979,5.2,0,0.000859353,0.493727,0.0081352,0.0142653,0.0120882,0.049556,0,50.3525,5.59472,16.7842,279.736,"WARREN",17874,0,173.436,0,2015,945.507,22.3789
92,1135.74,510.357,1646.1,0.00729211,0.493058,7.01164e-05,0.333333,3.0303,0.00077128,0.00252419,30.303,0.00119198,0.0051185,0.487169,24.2424,0.00610013,3.8,9.09091,0.000140233,0.501753,0.00420698,0.00196326,0.00350582,0.00715187,0,0,6.97496,48.8247,216.224,"WASHINGTON",14337,0,551.022,0,2015,823.045,0
93,1147.81,-150.407,997.4,0.00672035,0.486408,0.000121087,0.237113,1.03093,0.00133196,0.00351153,29.8969,0.00127142,0.00284555,0.493976,17.5258,0.00514621,6.8,27.8351,6.05437e-05,0.493613,0.0042986,0.00254283,0.00314827,0.00690198,0,30.2243,0,18.1346,199.48,"WAYNE",16543,0,163.211,0,2015,586.351,0
94,1256.66,9.54312,1266.2,0.00563222,0.478809,0.000140805,0.222222,2.77778,0.00154886,0.0026049,38.8889,0.00232329,0.00478738,0.50183,22.2222,0.00464658,5.7,13.8889,0.000352014,0.487891,0.00429457,0.00126725,0.00168966,0.00760349,0,6.95701,20.871,62.6131,264.366,"WHITE",14374,0,215.667,0,2015,695.701,0
95,1490.91,225.089,1716,0.0573798,0.479278,0.000122982,0.213235,2.57353,0.00187986,0.00296913,48.8971,0.00267046,0.00950474,0.484741,27.2059,0.00776542,6.2,0,0.000175688,0.494264,0.00820464,0.00216097,0.00781813,0.0604895,0,52.7463,3.51642,31.6478,314.72,"WHITESIDE",56876,0,109.009,0,2015,1186.79,17.5821
96,1512.23,-23.9289,1488.3,0.0811749,0.409266,0.000249316,0.315105,3.74303,0.00205139,0.0285226,46.3499,0.00222197,0.0578894,0.403667,18.1842,0.00919261,6.2,0.212371,0.00026098,0.496395,0.00906576,0.0260892,0.0600487,0.0849613,0,23.927,12.1094,52.2308,273.847,"WILL",685419,2.62613,91.1851,0,2015,999.097,33.2643
97,1283.05,-124.949,1158.1,0.0111823,0.463146,0.000103814,0.139241,1.89873,0.00155722,0.00665896,36.0759,0.00246189,0.0263244,0.46887,37.9747,0.00796405,6.1,10.1266,0.000118645,0.496975,0.00852762,0.00452334,0.0173073,0.0143709,0,19.4007,4.47708,67.1562,305.934,"WILLIAMSON",67008,4.47708,41.7861,0,2015,702.901,11.9389
98,3687.61,114.589,3802.2,0.0595547,0.408525,0.000247259,0.239455,4.99676,0.00261538,0.014059,46.3984,0.00267458,0.0630511,0.413442,24.5295,0.0131883,7,0.129786,0.000247259,0.488473,0.0132023,0.0132475,0.0679615,0.0614074,0,68.2743,23.5668,214.18,678.584,"WINNEBAGO",288542,7.62454,661.949,0,2015,1952.92,195.119
99,864.432,-211.132,653.3,0.00775751,0.488569,0.000154123,0.364238,0.331126,0.00133573,0.00380169,43.7086,0.00131004,0.00321089,0.489237,19.5364,0.00567686,5,0,0.000154123,0.496738,0.00606216,0.00321089,0.00267146,0.00935012,0,12.7593,0,15.3112,89.3153,"WOODFORD",39187,0,61.2448,0,2015,474.647,0
100,2489.67,-52.8684,2436.8,0.00731187,0.466491,0.000166523,0.310185,1.85185,0.00110511,0.00499569,7.17593,0.0015744,0.0202098,0.473213,19.6759,0.00950694,3.9,40.2778,0.000136246,0.492559,0.00935556,0.00376947,0.0186051,0.00835642,0,91.1229,10.2881,67.6073,393.886,"ADAMS",68040,0,276.308,0,2017,1568.2,29.3945
101,1571.62,-200.717,1370.9,0.00923861,0.318573,0.000796432,0,0,0.00175215,0.00159286,20,0.00270787,0.154189,0.324626,60,0.0106722,8.3,20,0.000796432,0.477859,0.0136986,0.000955718,0.179675,0.00764575,0,0,12.025,24.05,300.625,"ALEXANDER",8316,0,300.625,0,2017,733.526,0
102,968.542,-282.442,686.1,0.0100913,0.466302,6.00673e-05,0.28972,5.60748,0.0027631,0.00216242,5.60748,0.00378424,0.0454109,0.451826,28.972,0.00780875,4.4,30.8411,0.000180202,0.521504,0.00654733,0.00492552,0.015137,0.0247477,0,5.62398,0,33.7439,44.9918,"BOND",17781,0,39.3679,0,2017,562.398,0
103,982.791,34.7089,1017.5,0.104367,0.474651,0.000392428,0.229412,4.11765,0.00366266,0.00790462,16.4706,0.00347579,0.0136042,0.465812,54.7059,0.0122774,6.7,1.76471,0.000541924,0.499243,0.0105021,0.0062041,0.0124829,0.114103,0,48.372,5.004,40.032,161.796,"BOONE",59952,3.336,101.748,0,2017,642.18,15.012
104,382.452,-104.852,277.6,0.00605235,0.444394,0.000302618,0.25,0,0.00105916,0.00121047,37.5,0.0121047,0.184445,0.347708,25,0.00559843,2.9,12.5,0,0.644727,0.00332879,0.00226963,0.0016644,0.0606748,0,0,27.7624,13.8812,55.5247,"BROWN",7204,0,41.6435,0,2017,138.812,0
105,1255.3,-114.601,1140.7,0.0439992,0.480037,0.000211244,0.255814,0,0.00253493,0.00621662,44.186,0.00214262,0.0046172,0.488548,25.5814,0.00751426,4.9,4.65116,0.000181066,0.491022,0.00657875,0.0035308,0.00488879,0.048224,0,18.5696,5.3056,10.6112,262.627,"BUREAU",37696,0,74.2784,0,2017,761.354,7.9584
106,1213.93,42.1681,1256.1,0.0174784,0.486425,0.000276339,0.34375,3.125,0.00248705,0.00317789,9.375,0.00241796,0.00642487,0.484629,28.125,0.00766839,4.6,25,6.90846e-05,0.498653,0.00677029,0.0026943,0.00400691,0.01962,0,34.6981,6.93963,69.3963,256.766,"CARROLL",14410,0,104.094,0,2017,763.359,20.8189
107,1067.91,-354.814,713.1,0.087576,0.465978,0.000560359,0.410256,5.12821,0.00248159,0.00376241,28.2051,0.00416266,0.0288184,0.465898,5.12821,0.00552354,4.5,20.5128,0.000240154,0.502081,0.00616394,0.00272174,0.0190522,0.100945,0,0,0,29.7111,185.694,"CASS",13463,0,141.128,0,2017,356.533,0
108,2897,85.7964,2982.8,0.0282714,0.373454,0.000403944,0.174622,2.56112,0.00161103,0.0512629,42.8405,0.00197695,0.0648259,0.361915,34.8079,0.014005,4.3,2.32829,0.000636806,0.499,0.0143614,0.0569657,0.0714459,0.0310372,0,68.8813,16.1515,90.2583,452.241,"CHAMPAIGN",210507,2.85026,288.826,0,2017,1973.33,90.2583
109,992.92,82.0803,1075,0.00608962,0.490532,0.000212076,0.29661,0,0.00142394,0.00336292,21.1864,0.00121186,0.0136335,0.479232,23.7288,0.0053625,5.3,25.4237,0.00018178,0.508498,0.00466568,0.00251462,0.00260551,0.0100282,0,5.70272,0,68.4326,216.703,"CHRISTIAN",35071,0,45.6217,0,2017,735.651,2.85136
110,602.197,-195.497,406.7,0.00619782,0.490134,0.000189729,0.480769,3.84615,0.00126486,0.00271945,25,0.00107513,0.00252972,0.493929,9.61538,0.00569188,4.9,13.4615,0.000126486,0.495257,0.00430053,0.00101189,0.00234,0.0096762,0,6.06943,6.06943,12.1389,72.8332,"CLARK",16476,0,12.1389,0,2017,291.333,6.06943
111,1158.36,-59.3602,1099,0.0066315,0.488093,0,0.318182,0,0.0014318,0.00527506,18.1818,0.000979653,0.00241145,0.491937,13.6364,0.00497362,5.4,36.3636,0,0.49465,0.00444612,0.00278824,0.00226074,0.0080633,0,6.54193,6.54193,65.4193,189.716,"CLAY",15286,0,32.7097,0,2017,798.116,0
112,964.602,-199.602,765,0.0116881,0.483544,0.000292203,0.305882,6.47059,0.00164697,0.00369239,18.8235,0.00212512,0.0313455,0.463674,28.2353,0.00592376,3.6,15.8824,0.000371895,0.519724,0.00595033,0.00185948,0.00502059,0.0194979,0,7.67578,12.793,20.4687,63.9648,"CLINTON",39084,0,76.7578,0,2017,575.683,7.67578
113,1380.66,-50.5585,1330.1,0.0122486,0.457656,0.000194731,0.1341,0.766284,0.00132417,0.00595876,9.96169,0.00114891,0.0196094,0.47855,28.7356,0.0080229,4.7,47.1264,0.00105155,0.485288,0.00839289,0.00516036,0.0202909,0.0129106,0,60.88,11.0691,23.983,252.744,"COLES",54205,3.6897,206.623,0,2017,761.922,9.22424
114,3076.15,87.5458,3163.7,0.124353,0.334301,0.000356482,0.0940191,0.81035,0.00353656,0.0398872,32.0687,0.00377114,0.109176,0.330197,57.2402,0.00965309,5.1,0.478843,0.000375902,0.485476,0.0098521,0.0366459,0.130694,0.128699,0.230343,44.3602,14.5692,276.815,366.687,"COOK",5.20962e+06,14.0317,340.831,0.0383905,2017,1840.23,265.893
115,1074.6,-81.7014,992.9,0.00758893,0.471304,0.000158103,0.169231,4.61538,0.00179183,0.00353096,13.8462,0.00184453,0.0467984,0.462556,21.5385,0.0055336,5.3,43.0769,0.000316206,0.523162,0.00532279,0.00226614,0.00347826,0.0152306,0,57.1844,36.3901,5.19859,192.348,"CRAWFORD",19236,0,103.972,0,2017,597.837,0
116,650.361,-44.3615,606,0.00551471,0.494761,0.000643382,0.309524,0,0.00101103,0.00395221,16.6667,0.000827206,0.00275735,0.487132,19.0476,0.00477941,4,33.3333,9.19118e-05,0.500827,0.00441176,0.00202206,0.00202206,0.00505515,0,0,0,16.6016,232.423,"CUMBERLAND",12047,0,58.1058,0,2017,290.529,8.30082
117,1968.37,160.429,2128.8,0.0545591,0.444065,0.000345128,0.266234,2.11039,0.00207077,0.0138818,29.2208,0.00231044,0.0353277,0.434296,39.4481,0.00961566,4.6,2.5974,0.000345128,0.495844,0.0104401,0.0131724,0.0431219,0.0560354,0,65.4568,9.4865,42.6892,252.341,"DEKALB",105413,1.8973,183.089,0,2017,1542.5,31.3054
118,1011.9,-429.899,582,0.0341841,0.486117,0,0.438356,1.36986,0.00142646,0.00326048,35.6164,0.00198686,0.00397371,0.490091,13.6986,0.00616435,4.1,5.47945,5.0945e-05,0.496103,0.00631718,0.00351521,0.00280198,0.0396352,0,20.4228,0,30.6341,127.642,"DOUGLAS",19586,0,117.431,0,2017,280.813,5.10569
119,1299.82,39.9758,1339.8,0.0698177,0.404806,0.000248316,0.348285,1.84697,0.00195106,0.0625843,28.4521,0.00190376,0.0240845,0.406301,34.0809,0.0100154,4,0.791557,0.000259066,0.491285,0.00990578,0.0594669,0.0277244,0.072718,0,17.8162,5.04436,53.7707,129.329,"DUPAGE",931734,1.07327,46.0432,0,2017,1062.21,24.4705
120,1302.09,58.2128,1360.3,0.0066705,0.482116,5.75043e-05,0.253333,8.88889,0.0013226,0.00212766,1.77778,0.00120759,0.00304773,0.500748,20,0.00419781,4.9,44,0.000172513,0.488269,0.00437033,0.0013226,0.00310523,0.00580794,0,17.2186,22.9582,68.8745,482.121,"EDGAR",17423,0,258.279,0,2017,487.861,22.9582
121,506.192,-185.992,320.2,0.0058933,0.485732,0,0.325581,0,0.00279156,0.0023263,27.907,0.00155087,0.00263648,0.494572,9.30233,0.00558313,4.6,30.2326,0,0.49147,0.0058933,0.00139578,0.00294665,0.00852978,0,0,0,14.556,58.2242,"EDWARDS",6870,0,29.1121,0,2017,218.341,0
122,1413.65,178.946,1592.6,0.00978812,0.489787,0.000263752,0.214123,8.42825,0.00126015,0.00339947,7.51708,0.00137737,0.00301849,0.490578,33.0296,0.00454239,3.8,29.6128,5.86115e-05,0.497934,0.00451309,0.00334086,0.0020514,0.0109017,0,14.019,5.60758,75.7023,308.417,"EFFINGHAM",35666,0,70.0948,0,2017,1115.91,2.80379
123,927.437,-395.337,532.1,0.00604258,0.480152,0.000139444,0.369565,8.69565,0.00134796,0.00204518,19.5652,0.0014874,0.042391,0.462908,15.2174,0.00641443,5.5,19.5652,9.29627e-05,0.526308,0.00539184,0.00158037,0.00185925,0.0117598,0,0,4.36148,47.9763,122.121,"FAYETTE",22928,0,17.4459,0,2017,340.195,0
124,1201.42,283.878,1485.3,0.0168446,0.479471,0.000225598,0.405405,0,0.00127839,0.00323357,32.4324,0.00195518,0.00669274,0.49436,27.027,0.00661754,4.8,0,7.51993e-05,0.49075,0.00676794,0.00195518,0.00338397,0.0171454,0,21.0187,14.0125,28.0249,329.293,"FORD",14273,0,301.268,0,2017,763.68,28.0249
125,1391.82,218.884,1610.7,0.008796,0.486165,0.000102577,0.44086,3.94265,0.00243621,0.00241056,10.0358,0.0017951,0.00320554,0.492832,18.638,0.0067701,6.5,23.2975,7.69329e-05,0.493038,0.00646237,0.00148737,0.0027183,0.00897551,0,5.00989,7.51484,42.5841,440.871,"FRANKLIN",39921,5.00989,107.713,0,2017,989.454,12.5247
126,1062.51,44.7936,1107.3,0.00658045,0.476783,0,0.424779,2.21239,0.00162375,0.00170921,34.5133,0.00504216,0.0362067,0.468095,16.3717,0.00549795,6.4,4.42478,0.000113947,0.520454,0.00489973,0.00168072,0.00321901,0.0238434,0,32.4214,2.49395,32.4214,184.552,"FULTON",40097,0,84.7944,0,2017,760.655,9.97581
127,861.27,134.13,995.4,0.00591599,0.47959,0,0.285714,0,0.0013804,0.0003944,28.5714,0.001972,0.00453559,0.50069,14.2857,0.00591599,5.8,28.5714,0,0.487083,0.00847959,0.0003944,0.001972,0.00966279,0,0,15.3139,91.8836,275.651,"GALLATIN",6530,0,91.8836,0,2017,520.674,0
128,1101.07,41.129,1142.2,0.00501672,0.490575,7.60109e-05,0.2,15,0.00152022,0.00106415,12.5,0.0013682,0.0104895,0.486926,34.1667,0.00448465,5.1,18.3333,7.60109e-05,0.504181,0.00402858,0.0013682,0.00220432,0.00706902,0,29.8619,7.46547,29.8619,343.412,"GREENE",13395,0,104.517,0,2017,619.634,7.46547
129,1040.64,-91.7354,948.9,0.0475683,0.482774,0.000474102,0.0252101,19.3277,0.00171862,0.00489906,12.605,0.00193592,0.00853384,0.481075,65.5462,0.00632136,5.8,0,0.000177788,0.497946,0.00624234,0.00414839,0.0076449,0.0515784,1.85701,20.4271,1.85701,25.9981,144.847,"GRUNDY",53850,0,55.7103,0,2017,690.808,7.42804
130,803.956,-92.7564,711.2,0.00712774,0.48942,0.000389798,0.0666667,2.22222,0.00194899,0.00239448,2.22222,0.00150351,0.00295133,0.490088,11.1111,0.00501169,5.2,77.7778,0.000389798,0.496603,0.00595835,0.00194899,0.00261722,0.00723911,0,15.8044,5.26815,10.5363,200.19,"HANCOCK",18982,0,42.1452,0,2017,437.256,0
131,855.609,53.1906,908.8,0.0124936,0.492351,0.000764916,0.08,0,0.00458949,0.00280469,12,0.00356961,0.00254972,0.479857,32,0.00458949,7.8,48,0.000509944,0.50204,0.00764916,0.00254972,0.00229475,0.00917899,0,17.819,17.819,71.2758,231.646,"HARDIN",5612,17.819,285.103,0,2017,249.465,17.819
132,1349.81,151.291,1501.1,0.0265142,0.483634,0.000121904,0.327044,1.25786,0.00154412,0.00276316,29.5597,0.0014019,0.0111949,0.481399,19.4969,0.00763933,5.1,16.9811,0.000162539,0.49875,0.00786282,0.00195047,0.00755806,0.0298056,0,48.2267,6.02833,18.085,162.765,"HENRY",49765,2.00944,84.3967,0,2017,1177.53,2.00944
133,1253.26,-51.1592,1202.1,0.0329769,0.478237,0.000216006,0.152174,16.3043,0.00165605,0.0036361,14.1304,0.00201606,0.00738021,0.492746,43.4783,0.00734421,4.6,10.8696,3.6001e-05,0.490622,0.0072002,0.00255607,0.00392411,0.036577,0,18.5891,6.19636,55.7673,260.247,"IROQUOIS",32277,3.09818,58.8654,0,2017,780.742,18.5891
134,2735.79,-253.991,2481.8,0.0223819,0.404756,0.000449019,0.333333,0.66335,0.00286681,0.0174081,23.7148,0.00257323,0.0698052,0.385103,31.5091,0.0143341,4.5,10.7794,0.000466289,0.49741,0.0143686,0.018617,0.082395,0.0220192,0,70.9571,29.703,64.3564,429.043,"JACKSON",60600,9.90099,158.416,0,2017,1655.12,64.3564
135,502.236,-102.736,399.5,0.00882075,0.496587,0.000210018,0,14.2857,0.00094508,0.00262522,0,0.0011551,0.00168014,0.491757,28.5714,0.00315027,5,57.1429,0,0.500683,0.00336029,0.0011551,0.000420036,0.00682558,0,0,0,42.0477,105.119,"JASPER",9513,0,0,0,2017,252.286,0
136,2652.72,-362.624,2290.1,0.00980418,0.453042,0.000183993,0.273292,5.2795,0.00165593,0.00562492,8.69565,0.00186621,0.0549875,0.431489,29.5031,0.00972532,5.5,29.1925,0.000157708,0.515731,0.0101196,0.00536207,0.0351952,0.0168222,0,61.8254,41.2169,103.042,651.743,"JEFFERSON",38819,5.15212,468.843,0,2017,899.044,59.2493
137,1413.29,-94.2943,1319,0.00798649,0.478824,9.12742e-05,0.284375,10.9375,0.0015973,0.00702811,13.4375,0.00214494,0.00397043,0.493565,34.0625,0.00620665,4.8,13.125,0.000228185,0.48713,0.00679993,0.00164294,0.00378788,0.00666302,0,48.5244,8.82262,48.5244,379.373,"JERSEY",22669,4.41131,105.871,0,2017,723.455,0
138,990.138,-14.238,975.9,0.0142824,0.490533,0.000139567,0.416058,1.09489,0.0014422,0.00302396,44.1606,0.00176785,0.00353571,0.489184,6.20438,0.00525704,4.5,6.93431,0.00037218,0.498395,0.00460572,0.0018609,0.00321005,0.0154455,0,31.627,9.03628,27.1088,203.316,"JO DAVIESS",22133,9.03628,63.254,0,2017,628.022,4.51814
139,889.789,-33.289,856.5,0.00879103,0.475038,8.06517e-05,0.181818,0,0.000887168,0.00161303,36.3636,0.00241955,0.0687152,0.440842,27.2727,0.00564562,7.5,18.1818,0.000241955,0.547867,0.00612953,0.00096782,0.00258085,0.0224212,7.71664,15.4333,0,30.8666,92.5997,"JOHNSON",12959,0,324.099,0,2017,385.832,0
140,1264.74,70.0635,1334.8,0.155375,0.441156,0.000385141,0.242711,1.26084,0.00469872,0.0222499,29.7084,0.00529616,0.0296127,0.434909,44.3656,0.00959848,4.9,0.394011,0.000403929,0.497298,0.00989344,0.0203073,0.0305652,0.163264,0,26.528,7.28587,61.276,145.717,"KANE",535283,2.2418,110.409,0.747268,2017,942.679,37.9239
141,2241.9,17.8029,2259.7,0.0488511,0.411824,0.000208069,0.244966,12.4161,0.00203546,0.00528316,16.443,0.00202642,0.0734757,0.412168,45.6376,0.0102225,5.5,1.00671,0.000244255,0.492944,0.00985164,0.00484892,0.0775104,0.0553374,0.897432,50.2562,12.5641,86.1535,349.999,"KANKAKEE",111429,6.28203,176.794,0,2017,1487.05,89.7432
142,1084.68,-150.081,934.6,0.0914135,0.441951,0.000332932,0.452055,0.684932,0.00252077,0.0166228,17.1233,0.00251284,0.0370109,0.436616,36.3014,0.0103605,4.3,0.684932,0.000317078,0.496607,0.0100434,0.014324,0.0372566,0.0952343,0,33.6845,10.1837,28.201,106.537,"KENDALL",127655,0,61.1022,0,2017,683.875,10.9671
143,2124.15,-562.55,1561.6,0.0254661,0.443146,0.000177946,0.183673,4.08163,0.00158175,0.00579315,26.8707,0.00241216,0.0539969,0.446408,26.1905,0.0128912,5.2,24.4898,9.88592e-05,0.504459,0.0129703,0.0043498,0.0286098,0.0327224,0,38.2285,9.55712,40.1399,319.208,"KNOX",52317,0,189.231,0,2017,949.978,15.2914
144,1507.47,-92.0669,1415.4,0.10519,0.418808,0.000469768,0.421073,2.7605,0.00404997,0.0413367,28.3437,0.0043788,0.0364298,0.405694,26.3219,0.0107691,4.5,0.466563,0.000495391,0.499723,0.0105769,0.0387829,0.0381494,0.1116,0,23.7848,6.05174,51.9324,191.404,"LAKE",710539,1.8296,84.5837,0,2017,1020.21,35.6068
145,1230.55,358.954,1589.5,0.0455292,0.477979,0.00020069,0.144304,0.506329,0.00167849,0.00592034,25.3165,0.0020069,0.0200142,0.474257,56.4557,0.00702414,5.6,3.29114,0.000155078,0.503959,0.00652241,0.00355768,0.00746201,0.051258,0,52.2284,13.0571,46.1351,272.458,"LASALLE",114880,1.74095,82.695,0,2017,1110.72,10.4457
146,516.473,-221.873,294.6,0.00642665,0.456355,0.000124789,0.204082,14.2857,0.00174705,0.00180945,12.2449,0.002371,0.0949647,0.429775,16.3265,0.00580271,6.1,36.7347,0.000187184,0.557372,0.00511637,0.00330692,0.00405566,0.0315093,0,0,18.4106,24.5474,36.8211,"LAWRENCE",16295,0,49.0948,0,2017,165.695,0
147,1360.37,263.728,1624.1,0.0248987,0.476838,0.000202664,0.221649,0.515464,0.00130284,0.00442965,54.6392,0.00214244,0.0474812,0.447887,22.6804,0.00744065,4.4,0,0.000231616,0.530457,0.00799074,0.00350318,0.00773017,0.0372032,0,56.0052,5.60052,47.6044,249.223,"LEE",35711,0,120.411,0,2017,1136.9,8.40077
148,1162.85,-61.5483,1101.3,0.0198206,0.471016,8.30473e-05,0.122449,12.9252,0.00127339,0.00404163,19.7279,0.0014118,0.0247758,0.470158,52.381,0.00794486,4.5,2.72109,8.30473e-05,0.501799,0.00647769,0.00420773,0.0161665,0.0262429,0,16.2643,9.2939,44.146,190.525,"LIVINGSTON",43039,0,130.115,0,2017,678.454,32.5286
149,1379.32,21.6816,1401,0.0114004,0.447958,6.88848e-05,0.276423,0.813008,0.00137769,0.00427085,27.6423,0.0022732,0.0533512,0.450679,43.9024,0.00781842,4.6,0,0.00013777,0.507991,0.00716402,0.00375422,0.0284494,0.0223531,0,6.5619,0,42.6523,288.723,"LOGAN",30479,0,180.452,0,2017,862.889,19.6857
150,1432.18,-87.2849,1344.9,0.0131696,0.452343,0.00016462,0.2657,1.93237,0.00190959,0.0121819,47.8261,0.00171205,0.0253185,0.456787,14.9758,0.00869193,5,8.69565,0,0.491785,0.00842854,0.0119514,0.0287426,0.0140585,0,61.5312,8.79018,32.2307,228.545,"MCDONOUGH",34129,0,131.853,0,2017,867.298,14.6503
151,1127.74,-129.444,998.3,0.0629469,0.472583,0.000227409,0.272547,2.18038,0.00228709,0.0157627,28.9395,0.00233582,0.00887871,0.468414,39.5441,0.00779364,4.4,2.08127,0.000282637,0.497656,0.00792684,0.0132222,0.00772542,0.0672222,0,32.7571,3.89193,19.4597,106.704,"MCHENRY",308330,2.59462,53.8384,0,2017,768.657,10.3785
152,2080.8,-250.298,1830.5,0.0241442,0.416546,0.000225755,0.0931459,1.23023,0.0015224,0.0258518,33.3919,0.00151661,0.0389571,0.433327,54.6573,0.0121907,4.1,1.40598,0.00032416,0.485743,0.0122544,0.0279241,0.0410757,0.0249488,0.570057,76.3877,5.13051,65.5566,229.163,"MCLEAN",175421,2.85029,180.708,0,2017,1232.46,37.6238
153,3029.82,38.3831,3068.2,0.0112525,0.389748,0.000208731,0.392593,0.592593,0.00113853,0.00587292,15.2593,0.00148958,0.081737,0.40545,38.0741,0.0144878,5.6,6.81481,0.000218218,0.479321,0.0147629,0.00539853,0.0932457,0.0115181,0,60.3048,33.8072,95.0258,747.414,"MACON",109444,9.13709,286.905,0,2017,1732.39,103.249
154,1357.4,-38.8976,1318.5,0.00685639,0.485265,6.59268e-05,0.21608,2.51256,0.00186793,0.00232941,22.6131,0.0017141,0.00494451,0.492012,27.6382,0.00544995,4.9,25.6281,0.000263707,0.493616,0.00553785,0.00129656,0.00457093,0.00613119,0,29.5334,6.32858,67.5049,238.377,"MACOUPIN",47404,0,128.681,0,2017,845.92,2.10953
155,2082.18,132.522,2214.7,0.0156456,0.440247,0.000278981,0.222617,6.94726,0.00167012,0.00558716,9.53347,0.0016475,0.0400074,0.448586,41.8864,0.0100433,4.8,19.3712,0.000354381,0.487206,0.010032,0.00451271,0.0466388,0.0170178,0.751521,43.2125,16.1577,122.498,401.312,"MADISON",266127,2.25456,185.626,0,2017,1392.19,50.7277
156,2839.85,170.055,3009.9,0.00906537,0.460452,7.95208e-05,0.21021,10.5105,0.00148439,0.00355193,3.6036,0.00209405,0.0214441,0.477337,35.4354,0.00951598,5.3,29.4294,0.000185548,0.487065,0.00943646,0.00251816,0.0210465,0.0113715,0,80.4917,90.2483,153.666,678.082,"MARION",40998,0,424.411,0,2017,1478.12,104.883
157,1151.4,-159.702,991.7,0.0139698,0.486973,8.57045e-05,0.511628,2.32558,0.00162838,0.00282825,9.30233,0.00222832,0.00342818,0.490658,34.8837,0.0057422,5.4,2.32558,8.57045e-05,0.495115,0.00642784,0.00205691,0.00325677,0.0144841,0,24.5881,16.3921,32.7842,286.862,"MARSHALL",12201,0,131.137,0,2017,499.959,0
158,1290.72,-181.62,1109.1,0.00467939,0.481831,0,0.171875,7.8125,0.00212035,0.00255904,12.5,0.00182789,0.00402135,0.498428,29.6875,0.00577612,6.1,32.8125,7.31154e-05,0.4898,0.00489874,0.00160854,0.00219346,0.00643416,0,105.97,7.06464,56.5171,219.004,"MASON",14155,0,113.034,0,2017,607.559,0
