CASEID,RESPONSE,RESIDUAL,TOTAL_INDEX_CRIME_RATES_PER_100K,YEAR,HYPODERMIC_SYRINGES_AND_NEEDLES_ARRESTS,MOTOR_VEHICLE_THEFT,HUMAN_TRAFFICKING_INVOLUNTARY_SERVITUDE,SEXUAL_ASSAULT,ARSON,TOTAL_DRUG_ARRESTS_PER_100K,BURGLARY,CANNABIS_ARRESTS,TOTAL_DRUG_PARAPHERNALIA,HUMAN_TRAFFICKING_SEX,THEFT,ROBBERY,HOMOCIDES,CONTROLLED_SUBSTANCE_ARRESTS,BATTERY_ASSAULT,TOTAL_METH_ARRESTS,LABOR_FORCE,EMPLOYED,UNEMPLOYMENT_RATE,PERCENT_HISPANIC_FEMALE,PERCENT_HISPANIC_MALE,PERCENT_TWO_OR_MORE_RACES_FEMALE,PERCENT_TWO_OR_MORE_RACES_MALE,PERCENT_NATIVE_HAWAIIN_FEMALE,PERCENT_NATIVE_HAWAIIN_MALE,PERCENT_ASAIN_FEMALE,PERCENT_ASAIN_MALE,PERCENT_AMERICAN_INDIAN_FEMALE,PERCENT_AMERICAN_INDIAN_MALE,PERCENT_BLACK_FEMALE,PERCENT_BLACK_MALE,PERCENT_WHITE_MALE,PERCENT_WHITE_FEMALE,POPULATION_PERCENT_MALE,COUNTY,TOTAL_DRUG_ARRESTS,POPULATION,TOTAL_INDEX_CRIMES_REPORTED,UNEMPLOYED,YEAR_,TOT_POP
140,934.199,-77.9993,856.2,2016,1,5,0,0,0,227.8,17,10,7,0,53,0,0,7,34,4,4209,3842,8.7,0.00915369,0.0219207,0.00602216,0.00513891,8.02955e-05,0.000240886,0.0017665,0.000963546,0.000963546,0.00224827,0.00248916,0.0684118,0.474627,0.441705,0.546973,"JOHNSON",29,12731,109,367,2016,12454
141,1629.5,-177.701,1451.8,2016,6,292,0,137,49,372.8,1018,1004,573,0,5359,191,11,399,665,1,270169,255214,5.5,0.154164,0.162268,0.00967354,0.00933627,0.000380611,0.000405105,0.021855,0.0198049,0.00475387,0.0053342,0.0305054,0.0295388,0.441721,0.435513,0.497319,"KANE",1983,531888,7722,14955,2016,530726
142,1972.69,405.311,2378,2016,27,93,0,28,28,424,517,178,120,0,1739,102,11,152,157,0,54706,51162,6.5,0.0474703,0.0540421,0.00943464,0.00976773,0.000198055,0.000252071,0.0053745,0.00482535,0.00198956,0.00199856,0.078592,0.0740187,0.41047,0.412207,0.492204,"KANKAKEE",477,112490,2675,3544,2016,111080
143,1312.52,-287.021,1025.5,2016,4,46,0,34,11,330.2,177,209,165,0,948,16,1,37,56,0,67876,64412,5.1,0.0882081,0.0911952,0.00998916,0.00999719,0.000305135,0.000273016,0.0167985,0.0143976,0.00236078,0.00250532,0.0355161,0.0352752,0.44308,0.439009,0.496021,"KENDALL",415,125693,1289,3464,2016,124535
144,2564.1,-55.7994,2508.3,2016,2,23,0,18,1,568.4,254,71,89,2,875,26,1,71,117,65,22941,21528,6.2,0.0241766,0.0317379,0.0127659,0.0126677,0.000176758,9.8199e-05,0.00575446,0.00467427,0.00155155,0.00239606,0.0275546,0.0535578,0.443565,0.447316,0.50488,"KNOX",298,52425,1315,1413,2016,50917
145,1359.67,116.831,1476.5,2016,68,351,0,161,38,542.1,1490,1718,1412,0,7501,327,6,652,631,7,371791,352296,5.2,0.103389,0.109671,0.0104366,0.0106127,0.000460124,0.000495627,0.040099,0.0376095,0.00403319,0.00439532,0.0379105,0.0363086,0.420174,0.407281,0.49978,"LAKE",3857,711483,10505,19495,2016,704158
146,1443.2,180.296,1623.5,2016,5,43,0,46,19,479.6,352,235,161,0,1337,18,0,152,74,5,57117,53251,6.8,0.0441591,0.0502926,0.0062242,0.00672322,0.000190537,0.000145171,0.0057161,0.00341151,0.00176927,0.00196888,0.0072041,0.0196253,0.478583,0.474854,0.504042,"LASALLE",558,116354,1889,3866,2016,110215
147,908.875,-216.675,692.2,2016,9,6,0,0,3,483.9,40,18,21,0,48,0,0,10,16,21,6176,5717,7.4,0.0062415,0.0313929,0.00531455,0.0063033,0.000123594,0.000185391,0.00179211,0.00302806,0.00160672,0.00234829,0.00401681,0.0939315,0.457298,0.430046,0.5571,"LAWRENCE",79,16325,113,459,2016,16182
148,1345.13,54.4731,1399.6,2016,6,14,0,14,2,691.4,92,108,74,0,329,4,1,51,46,9,18021,17095,5.1,0.0239462,0.0355134,0.0073636,0.00730562,0.000202934,0.000231924,0.00443555,0.00362382,0.00127558,0.00197136,0.00730562,0.0469357,0.476518,0.449846,0.52957,"LEE",248,35868,502,926,2016,34494
149,1319.83,1.66729,1321.5,2016,21,10,0,12,4,671.2,108,100,71,0,384,9,0,96,42,1,17027,16105,5.4,0.0188329,0.0255629,0.00667461,0.00811477,8.30864e-05,8.30864e-05,0.00384967,0.00390506,0.00130169,0.00144016,0.0160357,0.024649,0.471294,0.47038,0.501676,"LIVINGSTON",289,43057,569,922,2016,36107
150,1211.98,217.722,1429.7,2016,8,22,0,9,2,541.1,91,62,54,0,276,3,0,41,33,0,13042,12346,5.3,0.0111431,0.0224577,0.00699445,0.00733731,6.8573e-05,0.000137146,0.00438867,0.00363437,0.00137146,0.00226291,0.0281835,0.0527326,0.44761,0.452102,0.506892,"LOGAN",165,30495,436,696,2016,29166
151,2153.54,-697.638,1455.9,2016,5,5,0,31,2,1490.8,80,240,169,0,325,3,0,67,54,31,14027,13147,6.3,0.0130391,0.0137509,0.0085094,0.00886531,0.000194131,0,0.0112596,0.0115184,0.00171482,0.00161776,0.0280843,0.0252694,0.45501,0.456466,0.493772,"MCDONOUGH",512,34344,500,880,2016,30907
152,599.412,456.588,1056,2016,27,61,0,72,10,576.2,308,631,737,0,2568,25,1,360,197,14,167654,158888,5.2,0.0614698,0.0654645,0.0077289,0.00762472,0.000240918,0.000273474,0.0153601,0.0128989,0.0022529,0.00236685,0.00719823,0.00835398,0.473595,0.469405,0.497814,"MCHENRY",1769,307018,3242,8766,2016,307159
153,2150.34,-264.842,1885.5,2016,4,93,0,96,12,807.4,460,641,411,0,2227,91,3,352,327,9,90527,85947,5.1,0.0236263,0.0243485,0.0119605,0.0117236,0.000208008,0.000329347,0.026654,0.0288554,0.00156006,0.00154273,0.0402669,0.0383198,0.416924,0.432917,0.486433,"MCLEAN",1417,175493,3309,4580,2016,173070
154,3721.81,-613.612,3108.2,2016,4,100,0,52,20,1106.3,926,445,365,3,1928,103,3,314,276,85,50568,47229,6.6,0.0109416,0.0112048,0.0140812,0.0141752,0.0002256,0.000188,0.0060254,0.0055648,0.0011186,0.001457,0.092731,0.0810656,0.390401,0.406437,0.479381,"MACON",1213,109647,3408,3339,2016,106383
155,1108.19,324.311,1432.5,2016,1,23,0,8,0,562.8,124,76,88,0,450,3,1,60,68,41,23358,21966,6,0.0063251,0.00579983,0.00503381,0.00518702,6.56584e-05,0.000262634,0.00218862,0.00140071,0.00188221,0.00170712,0.0045742,0.00485873,0.484822,0.492942,0.493314,"MACOUPIN",266,47260,677,1392,2016,45691
156,2254.31,-85.4097,2168.9,2016,112,267,0,118,28,829.5,1024,510,645,0,3723,129,2,741,459,191,135113,127149,5.9,0.0150993,0.0164771,0.00966718,0.0096973,0.000271042,0.000342568,0.0053945,0.00442703,0.0016639,0.00162626,0.0458815,0.0395835,0.441212,0.449513,0.487609,"MADISON",2199,265114,5750,7964,2016,265641
157,2277.34,511.864,2789.2,2016,30,41,0,28,11,902.1,231,64,81,0,707,17,0,102,109,93,18026,16875,6.4,0.00854252,0.011171,0.00935734,0.00872651,7.8854e-05,0.000183993,0.003601,0.00254961,0.00147194,0.00199763,0.020318,0.021054,0.461322,0.477855,0.487318,"MARION",370,41015,1144,1151,2016,38045
158,1052.26,24.6389,1076.9,2016,2,4,0,4,0,682.3,43,30,36,0,68,2,0,14,10,1,5631,5257,6.6,0.0154869,0.0153186,0.00488174,0.00513425,0.000168336,0.00042084,0.00260921,0.00193586,0.00143086,0.0021042,0.00294588,0.00311422,0.49011,0.490279,0.497685,"MARSHALL",83,12165,131,374,2016,11881
159,1096.59,56.3064,1152.9,2016,3,6,0,12,3,457.1,30,9,16,0,89,1,0,20,28,19,6439,5979,7.1,0.00431444,0.00650823,0.00555759,0.0061426,0,0.000146252,0.00241316,0.00153565,0.00190128,0.00160878,0.00182815,0.00329068,0.485484,0.496015,0.492285,"MASON",67,14659,169,460,2016,13675
160,2436.39,-63.5851,2372.8,2016,9,12,0,7,2,1085.9,71,39,52,1,221,5,1,39,35,23,5992,5564,7.1,0.0130886,0.015374,0.0121884,0.0110111,0,0.000138504,0.00214681,0.00242382,0.00290859,0.00242382,0.0288781,0.0283241,0.445083,0.475139,0.47874,"MASSAC",162,14919,354,428,2016,14440
161,812.343,102.257,914.6,2016,0,2,0,2,0,44.3,18,5,0,0,93,1,0,0,8,1,6747,6431,4.7,0.00782384,0.00766253,0.00613002,0.00709792,0.000161316,8.06582e-05,0.00241975,0.00088724,0.00120987,0.0019358,0.00451686,0.00467817,0.480561,0.496774,0.488789,"MENARD",6,13558,124,316,2016,12398
162,1057.73,-472.533,585.2,2016,0,4,0,2,1,658.4,35,33,45,0,65,1,0,29,12,28,8222,7711,6.2,0.0134598,0.0106397,0.00416613,0.00557621,0.000256377,0.000128189,0.00262787,0.00147417,0.00044866,0.00147417,0.00237149,0.00371747,0.49218,0.490835,0.499295,"MERCER",135,20505,120,511,2016,15602
163,786.08,-288.68,497.4,2016,16,6,0,1,0,558.5,36,63,64,0,121,0,0,35,7,14,18486,17735,4.1,0.00769616,0.00743078,0.00442308,0.00442308,0.000147436,0.000117949,0.00389231,0.00188718,0.00112051,0.00117949,0.00173975,0.00203462,0.489281,0.493793,0.494884,"MONROE",192,34377,171,751,2016,33913
164,1118.22,317.484,1435.7,2016,4,10,0,4,3,838,89,68,111,0,312,2,1,56,21,19,12110,11250,7.1,0.00643474,0.0114242,0.00426689,0.00375073,0.000137642,0.000240873,0.00271842,0.00192698,0.000997901,0.00127318,0.00240873,0.0323113,0.487974,0.465504,0.523967,"MONTGOMERY",258,30787,442,860,2016,29061
165,1964.62,270.084,2234.7,2016,0,11,0,11,3,898.4,141,101,93,0,560,6,0,64,64,62,16935,16098,4.9,0.00938438,0.014784,0.00869138,0.00918226,0.0001155,0.0003465,0.00314738,0.0033495,0.00118388,0.00268538,0.0202414,0.049434,0.452125,0.458276,0.508345,"MORGAN",320,35620,796,837,2016,34632
166,408.25,338.05,746.3,2016,1,6,0,3,0,127.7,11,6,7,0,67,0,0,2,24,3,7444,7103,4.6,0.00561259,0.00718686,0.0036961,0.00472279,0.000136893,0.000205339,0.0017796,0.00130048,0.00123203,0.00123203,0.00225873,0.00260096,0.48371,0.501574,0.489322,"MOULTRIE",19,14873,111,341,2016,14610
167,883.461,-52.8612,830.6,2016,4,16,0,4,0,310.3,55,67,81,0,351,5,0,15,16,0,25791,24265,5.9,0.048389,0.0510088,0.00692109,0.00662783,0.000293267,0.000410573,0.00324548,0.00297177,0.00170095,0.00203331,0.00469227,0.00643231,0.484183,0.486744,0.496403,"OGLE",167,53816,447,1526,2016,51148
168,3855.21,-298.81,3556.4,2016,36,294,0,99,76,603.3,1330,469,262,0,4094,328,11,394,624,2,88039,81962,6.9,0.023173,0.0240106,0.0147155,0.0145155,0.000335057,0.000259399,0.0190118,0.0214437,0.00178337,0.00205898,0.0983609,0.0868231,0.373967,0.380501,0.485293,"PEORIA",1163,192780,6856,6077,2016,185043
169,1567.65,-801.253,766.4,2016,18,6,0,1,0,1035.3,35,70,79,0,98,3,0,54,28,10,8705,8086,7.1,0.00645131,0.0239353,0.00752653,0.00963022,0.00032724,0.000280492,0.00229068,0.00294516,0.000981721,0.00247768,0.00995746,0.0782105,0.462624,0.431396,0.54752,"PERRY",231,22312,171,619,2016,21391
170,780.599,204.101,984.7,2016,0,5,0,1,2,298.1,45,21,21,0,105,0,0,14,27,0,8691,8269,4.9,0.00695957,0.00629388,0.00484144,0.00526507,0.00030259,0.000121036,0.00266279,0.00169451,0.000847252,0.00108932,0.00217865,0.00308642,0.487473,0.495401,0.493767,"PIATT",56,18787,185,422,2016,16524
171,1169.98,-60.5757,1109.4,2016,2,5,0,7,0,896.7,49,40,42,0,124,0,0,23,8,49,7508,7125,5.1,0.00412908,0.00806759,0.00425613,0.00476432,6.35243e-05,0.000508195,0.00171516,0.00139754,0.000825816,0.00165163,0.00152458,0.0121331,0.4845,0.491297,0.500318,"PIKE",156,17397,193,383,2016,15742
172,587.361,-388.961,198.4,2016,0,1,0,0,0,52.9,6,3,1,0,7,0,0,0,1,0,3107,2933,5.6,0.0248687,0.0287215,0.00490368,0.00595447,0.000175131,0,0.00297723,0.00140105,0.00192644,0.000700525,0.00315236,0.00507881,0.503853,0.475306,0.511559,"PUTNAM",4,7562,15,174,2016,5710
173,865.761,-513.561,352.2,2016,15,3,2,2,0,704.5,28,62,97,0,76,0,3,67,18,19,14548,13819,5,0.00777442,0.0227062,0.00576911,0.00691059,0.000215956,0.000493614,0.00225211,0.00203616,0.00126489,0.00154254,0.0144999,0.0891282,0.457395,0.424847,0.551151,"RANDOLPH",260,36907,130,729,2016,32414
174,1681.07,939.228,2620.3,2016,2,19,0,11,5,892.3,62,43,42,0,269,0,1,16,50,39,7540,7093,5.9,0.00827595,0.0076442,0.00707562,0.00606482,0.00012635,6.31752e-05,0.00518037,0.00442226,0.00132668,0.00164255,0.00259018,0.00379051,0.48449,0.489039,0.494662,"RICHLAND",142,15914,417,447,2016,15829
175,3012.64,-94.343,2918.3,2016,45,127,0,57,14,753.3,669,496,314,0,3084,71,4,237,398,50,72081,67558,6.3,0.0622038,0.0640666,0.0134605,0.0142263,0.000241474,0.000206978,0.0119978,0.0134812,0.00304947,0.00268381,0.0503163,0.0558012,0.420759,0.427258,0.493677,"ROCK ISLAND",1142,151596,4424,4523,2016,144943
176,3047.68,-24.6808,3023,2016,68,425,0,145,35,751.4,1672,765,588,0,4205,273,39,492,1112,52,127192,119462,6.1,0.0191917,0.0205785,0.0120409,0.0114861,0.000528142,0.00044835,0.00845407,0.0054486,0.00165662,0.00185039,0.1641,0.139745,0.334154,0.330396,0.482824,"ST. CLAIR",1965,261527,7906,7730,2016,263187
177,2091.19,130.315,2221.5,2016,12,29,0,3,2,730,155,34,31,0,285,3,1,60,85,48,10050,9189,8.6,0.0088733,0.00883203,0.00994635,0.0100289,0.000206356,0.000619067,0.00383822,0.0027239,0.00231118,0.00222864,0.0149402,0.0240611,0.463062,0.475526,0.493232,"SALINE",185,25343,563,861,2016,24230
178,4152.34,81.2614,4233.6,2016,8,298,0,144,719,1520.4,1563,1473,1050,2,4359,275,8,445,1113,69,103862,98686,5,0.0114278,0.0110996,0.0123267,0.0118267,0.000156545,0.000171695,0.0105037,0.00973105,0.00135841,0.00127256,0.0681173,0.0601386,0.408219,0.427343,0.480195,"SANGAMON",3045,200278,8479,5176,2016,198026
179,884.415,-275.715,608.7,2016,0,0,0,2,0,753.6,8,21,22,0,24,0,0,2,8,7,3358,3169,5.6,0.00796586,0.0125178,0.00312944,0.0029872,0,0,0.00256046,0.000853485,0.000711238,0.000995733,0.00825036,0.028165,0.492888,0.462304,0.523044,"SCHUYLER",52,6900,42,189,2016,7030
180,614.323,-116.323,498,2016,0,0,0,0,0,139.4,11,2,2,0,14,0,0,1,0,2,2527,2384,5.7,0.00514648,0.00633413,0.00494854,0.00435471,0.00118765,0,0.00158353,0.000593824,0.000989707,0.00178147,0.00138559,0.00277118,0.483175,0.501188,0.488717,"SCOTT",7,5020,25,143,2016,5052
181,480.653,-365.153,115.5,2016,0,1,0,0,0,111.5,9,13,12,0,17,0,0,3,2,0,10396,9800,5.7,0.00542953,0.0049694,0.00414117,0.00404914,0.000138039,0.000230065,0.00193254,0.00161045,0.000828234,0.0014264,0.00110431,0.00230065,0.49105,0.494962,0.496894,"SHELBY",28,25111,29,596,2016,21733
182,1173.7,-588.7,585,2016,0,3,0,0,0,242.6,10,8,6,0,28,0,0,3,0,0,2759,2556,7.4,0.00852685,0.00634978,0.00689405,0.00780116,0,0,0.00308418,0.00199565,0.00126996,0.00126996,0.00399129,0.0032656,0.484216,0.49365,0.49111,"STARK",17,7008,41,203,2016,5512
183,2517.29,-697.093,1820.2,2016,9,27,0,15,11,490.6,213,89,77,0,575,12,0,63,30,0,21407,20151,5.9,0.017867,0.019713,0.0151858,0.0132299,0.000175813,0.000241742,0.00353823,0.00294486,0.00131859,0.00127464,0.0512054,0.0488759,0.430873,0.443597,0.484979,"STEPHENSON",238,48512,883,1256,2016,45503
184,1605.35,240.153,1845.5,2016,24,39,0,58,20,1103,450,499,650,0,1599,27,2,263,278,42,65774,61543,6.4,0.0104829,0.0123943,0.00703342,0.00671983,0.000156796,0.000186662,0.0053012,0.00353911,0.00134397,0.00175462,0.00419616,0.00804139,0.478564,0.48951,0.492459,"TAZEWELL",1478,134004,2473,4231,2016,133932
185,1471.54,-43.6375,1427.9,2016,10,8,0,6,0,604.9,43,16,38,0,173,5,0,27,27,20,7524,6966,7.4,0.0226834,0.0287051,0.00736627,0.00853552,0.000292312,0.000116925,0.00274773,0.00210465,0.00239696,0.00397545,0.00409237,0.00707395,0.483017,0.486174,0.496931,"UNION",111,18349,262,558,2016,17105
186,3583.46,685.645,4269.1,2016,0,96,0,63,13,620,913,96,101,0,1711,98,7,191,459,100,34892,32361,7.3,0.0230463,0.026639,0.0121283,0.0118735,0.000127398,0.000191097,0.00500675,0.00372003,0.00192371,0.00180905,0.0657885,0.0727444,0.417408,0.418503,0.496522,"VERMILION",488,78705,3360,2531,2016,78494
187,1613.65,269.851,1883.5,2016,12,4,0,0,1,1366.6,32,22,82,0,163,2,0,26,13,14,5753,5392,6.3,0.00909721,0.0149021,0.00554497,0.00771097,8.66401e-05,0.00034656,0.00459193,0.00675793,0.00112632,0.00147288,0.0030324,0.00502513,0.486657,0.484665,0.500953,"WABASH",156,11415,215,361,2016,11542
188,1097.47,566.234,1663.7,2016,1,12,0,10,3,418.5,67,30,37,0,192,3,0,10,31,2,8697,8238,5.3,0.0434255,0.0510003,0.00890482,0.00896265,0.000867353,0.00104082,0.00890482,0.0131838,0.00185035,0.002949,0.0124321,0.0163062,0.459813,0.47317,0.493871,"WARREN",80,19114,318,459,2016,17294
189,1383.89,-306.491,1077.4,2016,10,9,0,1,0,1236,27,28,81,0,94,0,0,57,32,11,9645,9282,3.8,0.00747585,0.00641794,0.00514846,0.00571267,7.05268e-05,0.000141054,0.00296213,0.00218633,0.000564215,0.000987376,0.00387898,0.00507793,0.491854,0.487129,0.500247,"WASHINGTON",187,15129,163,363,2016,14179
190,1436.69,-72.9851,1363.7,2016,0,6,0,4,1,884.6,64,31,43,0,114,3,0,35,30,35,7302,6679,8.5,0.00749607,0.00761697,0.00459437,0.00513844,6.04522e-05,6.04522e-05,0.00344577,0.00247854,0.0015113,0.00132995,0.00241809,0.00296216,0.487124,0.493532,0.494438,"WAYNE",144,16279,222,623,2016,16542
191,700.404,753.196,1453.6,2016,1,9,0,0,1,254.6,57,12,13,0,120,0,0,7,30,5,6889,6437,6.6,0.0058953,0.00887847,0.00390653,0.00518503,0.000142056,0.000355139,0.00298317,0.00142055,0.00191775,0.00227289,0.00191775,0.00440372,0.481497,0.498757,0.490376,"WHITE",38,14928,217,452,2016,14079
192,1460.99,269.314,1730.3,2016,0,24,0,22,3,304.3,185,82,30,0,653,9,0,60,82,0,28728,27061,5.8,0.0571039,0.0608577,0.00825129,0.00798569,0.000141653,0.00015936,0.00308095,0.00210709,0.00191232,0.00265599,0.00786175,0.00973865,0.479336,0.484259,0.494493,"WHITESIDE",172,56523,978,1667,2016,56476
193,1409.39,-52.492,1356.9,2016,24,402,0,158,91,431.2,1378,1261,949,0,6350,249,20,705,654,17,362361,340776,6,0.082914,0.0867058,0.00933276,0.00938797,0.000251334,0.000252786,0.0293421,0.0268738,0.00211527,0.00221842,0.0601704,0.058106,0.40805,0.40267,0.496118,"WILL",2956,685541,9302,21585,2016,688328
194,1617.38,-142.084,1475.3,2016,1,49,0,14,5,199.9,270,48,52,0,645,7,1,24,57,17,32325,30336,6.2,0.011089,0.0145136,0.0088653,0.00824265,0.000103774,0.000133424,0.00690841,0.0046402,0.00170487,0.00254989,0.0173896,0.0272778,0.462671,0.467415,0.497613,"WILLIAMSON",142,71037,1048,1989,2016,67454
195,4084.45,-150.746,3933.7,2016,70,569,0,203,89,582.9,1996,822,316,1,5683,598,31,447,2007,1,141312,131886,6.7,0.0611994,0.0629787,0.0137626,0.0135843,0.000255187,0.000258682,0.014252,0.01342,0.0026847,0.00274064,0.0685788,0.0632479,0.408121,0.411976,0.48849,"WINNEBAGO",1656,284106,11176,9426,2016,286065
196,948.761,-319.761,629,2016,2,11,0,6,3,403.9,44,62,53,0,191,0,1,55,15,2,19351,18289,5.5,0.00814638,0.00973968,0.00606481,0.00611621,0.00015419,0.000128492,0.00359777,0.00334079,0.00138771,0.00128492,0.00280112,0.00354637,0.489117,0.488243,0.497751,"WOODFORD",174,43085,271,1062,2016,38913
197,2209.5,227.299,2436.8,2017,8,46,0,62,7,634.9,268,31,134,0,1067,20,0,85,188,174,32393,31129,3.9,0.00731187,0.00835642,0.00935556,0.00950694,0.000166523,0.000136246,0.00499569,0.00376947,0.00110511,0.0015744,0.0186051,0.0202098,0.466491,0.473213,0.492559,"ADAMS",432,68040,1658,1264,2017,66057
198,1678.76,-307.857,1370.9,2017,0,2,0,0,1,180.4,25,3,0,0,61,0,0,9,25,3,2131,1954,8.3,0.00923861,0.00764575,0.0136986,0.0106722,0.000796432,0.000796432,0.00159286,0.000955718,0.00175215,0.00270787,0.179675,0.154189,0.318573,0.324626,0.477859,"ALEXANDER",15,8316,114,177,2017,6278
199,1047.86,-361.757,686.1,2017,6,6,0,1,0,601.8,8,6,31,0,100,0,0,31,7,33,7921,7570,4.4,0.0100913,0.0247477,0.00654733,0.00780875,6.00673e-05,0.000180202,0.00216242,0.00492552,0.0027631,0.00378424,0.015137,0.0454109,0.466302,0.451826,0.521504,"BOND",107,17781,122,351,2017,16648
200,1435.67,-418.17,1017.5,2017,7,24,0,29,3,283.6,97,28,39,0,385,9,2,93,61,3,26172,24412,6.7,0.104367,0.114103,0.0105021,0.0122774,0.000392428,0.000541924,0.00790462,0.0062041,0.00366266,0.00347579,0.0124829,0.0136042,0.474651,0.465812,0.499243,"BOONE",170,59952,610,1760,2017,53513
201,206.034,71.566,277.6,2017,0,1,0,0,2,111,4,3,2,0,10,0,0,2,3,1,2861,2779,2.9,0.00605235,0.0606748,0.00332879,0.00559843,0.000302618,0,0.00121047,0.00226963,0.00105916,0.0121047,0.0016644,0.184445,0.444394,0.347708,0.644727,"BROWN",8,7204,20,82,2017,6609
202,980.319,160.381,1140.7,2017,0,4,0,7,2,114.1,99,19,11,0,287,3,0,11,28,2,17399,16544,4.9,0.0439992,0.048224,0.00657875,0.00751426,0.000211244,0.000181066,0.00621662,0.0035308,0.00253493,0.00214262,0.00488879,0.0046172,0.480037,0.488548,0.491022,"BUREAU",43,37696,430,855,2017,33137
203,936.365,319.735,1256.1,2017,1,10,0,5,1,222.1,37,3,11,0,110,3,0,9,15,8,7622,7268,4.6,0.0174784,0.01962,0.00677029,0.00766839,0.000276339,6.90846e-05,0.00317789,0.0026943,0.00248705,0.00241796,0.00400691,0.00642487,0.486425,0.484629,0.498653,"CARROLL",32,14410,181,354,2017,14475
204,737.032,-23.9317,713.1,2017,2,4,0,0,0,289.7,25,11,16,0,48,0,0,2,19,8,6155,5875,4.5,0.087576,0.100945,0.00616394,0.00552354,0.000560359,0.000240154,0.00376241,0.00272174,0.00248159,0.00416266,0.0190522,0.0288184,0.465978,0.465898,0.502081,"CASS",39,13463,96,280,2017,12492
205,3359.34,-376.536,2982.8,2017,22,190,0,145,34,408.1,952,368,150,0,4154,190,6,299,608,20,106845,102259,4.3,0.0282714,0.0310372,0.0143614,0.014005,0.000403944,0.000636806,0.0512629,0.0569657,0.00161103,0.00197695,0.0714459,0.0648259,0.373454,0.361915,0.499,"CHAMPAIGN",859,210507,6279,4586,2017,210425
206,811.431,263.569,1075,2017,0,24,0,2,0,336.5,76,25,35,0,258,1,0,28,16,30,14782,13995,5.3,0.00608962,0.0100282,0.00466568,0.0053625,0.000212076,0.00018178,0.00336292,0.00251462,0.00142394,0.00121186,0.00260551,0.0136335,0.490532,0.479232,0.508498,"CHRISTIAN",118,35071,377,787,2017,33007
207,679.999,-273.299,406.7,2017,2,2,0,1,1,315.6,12,13,25,0,48,1,0,5,2,7,7880,7494,4.9,0.00619782,0.0096762,0.00430053,0.00569188,0.000189729,0.000126486,0.00271945,0.00101189,0.00126486,0.00107513,0.00234,0.00252972,0.490134,0.493929,0.495257,"CLARK",52,16476,67,386,2017,15812
208,1170.57,-71.5661,1099,2017,0,10,0,1,1,719.6,29,20,35,0,122,0,0,15,5,40,6649,6293,5.4,0.0066315,0.0080633,0.00444612,0.00497362,0,0,0.00527506,0.00278824,0.0014318,0.000979653,0.00226074,0.00241145,0.488093,0.491937,0.49465,"CLAY",110,15286,168,356,2017,13270
209,835.306,-70.3058,765,2017,11,8,0,3,5,435,25,32,52,0,225,3,0,48,30,27,20307,19583,3.6,0.0116881,0.0194979,0.00595033,0.00592376,0.000292203,0.000371895,0.00369239,0.00185948,0.00164697,0.00212512,0.00502059,0.0313455,0.483544,0.463674,0.519724,"CLINTON",170,39084,299,724,2017,37645
210,1589.36,-259.262,1330.1,2017,2,13,0,33,6,481.5,137,26,35,0,413,5,2,75,112,123,24556,23404,4.7,0.0122486,0.0129106,0.00839289,0.0080229,0.000194731,0.00105155,0.00595876,0.00516036,0.00132417,0.00114891,0.0202909,0.0196094,0.457656,0.47855,0.485288,"COLES",261,54205,721,1152,2017,51353
211,1869.98,1293.72,3163.7,2017,176,14421,2,2311,759,416.9,19103,6965,2042,12,95869,13852,731,12432,17756,104,2.63211e+06,2.49795e+06,5.1,0.124353,0.128699,0.0098521,0.00965309,0.000356482,0.000375902,0.0398872,0.0366459,0.00353656,0.00377114,0.130694,0.109176,0.334301,0.330197,0.485476,"COOK",21719,5.20962e+06,164816,134154,2017,5.20082e+06
212,1133.53,-140.632,992.9,2017,6,1,0,11,7,675.8,37,18,22,0,115,0,0,28,20,56,8834,8369,5.3,0.00758893,0.0152306,0.00532279,0.0055336,0.000158103,0.000316206,0.00353096,0.00226614,0.00179183,0.00184453,0.00347826,0.0467984,0.471304,0.462556,0.523162,"CRAWFORD",130,19236,191,465,2017,18975
213,707.461,-101.461,606,2017,0,2,0,0,0,348.6,28,7,13,0,35,1,0,8,7,14,6127,5882,4,0.00551471,0.00505515,0.00441176,0.00477941,0.000643382,9.19118e-05,0.00395221,0.00202206,0.00101103,0.000827206,0.00202206,0.00275735,0.494761,0.487132,0.500827,"CUMBERLAND",42,12047,73,245,2017,10880
214,1861.61,267.188,2128.8,2017,13,45,0,69,10,584.4,266,180,164,0,1626,33,2,243,193,16,54841,52292,4.6,0.0545591,0.0560354,0.0104401,0.00961566,0.000345128,0.000345128,0.0138818,0.0131724,0.00207077,0.00231044,0.0431219,0.0353277,0.444065,0.434296,0.495844,"DEKALB",616,105413,2244,2549,2017,104309
215,914.347,-332.347,582,2017,1,6,0,4,0,372.7,25,26,32,0,55,1,0,10,23,4,10244,9823,4.1,0.0341841,0.0396352,0.00631718,0.00616435,0,5.0945e-05,0.00326048,0.00351521,0.00142646,0.00198686,0.00280198,0.00397371,0.486117,0.490091,0.496103,"DOUGLAS",73,19586,114,421,2017,19629
