CASEID,RESPONSE,RESIDUAL,TOTAL_INDEX_CRIME_RATES_PER_100K,YEAR,HYPODERMIC_SYRINGES_AND_NEEDLES_ARRESTS,MOTOR_VEHICLE_THEFT,HUMAN_TRAFFICKING_INVOLUNTARY_SERVITUDE,SEXUAL_ASSAULT,ARSON,TOTAL_DRUG_ARRESTS_PER_100K,BURGLARY,CANNABIS_ARRESTS,TOTAL_DRUG_PARAPHERNALIA,HUMAN_TRAFFICKING_SEX,THEFT,ROBBERY,HOMOCIDES,CONTROLLED_SUBSTANCE_ARRESTS,BATTERY_ASSAULT,TOTAL_METH_ARRESTS,LABOR_FORCE,EMPLOYED,UNEMPLOYMENT_RATE,PERCENT_HISPANIC_FEMALE,PERCENT_HISPANIC_MALE,PERCENT_TWO_OR_MORE_RACES_FEMALE,PERCENT_TWO_OR_MORE_RACES_MALE,PERCENT_NATIVE_HAWAIIN_FEMALE,PERCENT_NATIVE_HAWAIIN_MALE,PERCENT_ASAIN_FEMALE,PERCENT_ASAIN_MALE,PERCENT_AMERICAN_INDIAN_FEMALE,PERCENT_AMERICAN_INDIAN_MALE,PERCENT_BLACK_FEMALE,PERCENT_BLACK_MALE,PERCENT_WHITE_MALE,PERCENT_WHITE_FEMALE,POPULATION_PERCENT_MALE,COUNTY,TOTAL_DRUG_ARRESTS,POPULATION,TOTAL_INDEX_CRIMES_REPORTED,UNEMPLOYED,YEAR_,TOT_POP
292,689.859,34.9405,724.8,2017,0,16,0,11,0,150.5,38,29,8,0,215,1,0,28,32,0,18935,18101,4.4,0.00850789,0.0100078,0.0057926,0.00563744,0.000155159,0.000129299,0.00372382,0.00346522,0.00155159,0.00121541,0.00297388,0.00385312,0.48976,0.487044,0.498759,"WOODFORD",65,43185,313,834,2017,38670
293,2500.24,148.162,2648.4,2018,2,58,0,66,3,651.8,280,35,88,0,1120,14,1,73,201,231,32935,31689,3.8,0.00764976,0.00896027,0.00988982,0.0101336,0.000152386,0.000137147,0.00515063,0.00387059,0.00109718,0.00169148,0.0184082,0.0201301,0.466239,0.47267,0.492632,"ADAMS",429,65813,1743,1246,2018,65623
294,1680.7,-937.801,742.9,2018,0,4,0,0,0,511.8,10,2,0,0,24,1,0,11,6,18,2070,1904,8,0.0102632,0.00811124,0.0120841,0.0105943,0.000827678,0.000827678,0.00165536,0.000993213,0.00182089,0.0028141,0.170336,0.152624,0.323787,0.331568,0.481708,"ALEXANDER",31,6057,45,166,2018,6041
295,1223.94,-48.3414,1175.6,2018,3,9,0,0,1,674.3,30,9,22,0,141,2,1,20,13,59,7809,7474,4.3,0.0109996,0.0252449,0.00661177,0.00823466,6.0107e-05,0.000180321,0.00240428,0.00546974,0.00276492,0.00396706,0.0148464,0.0462824,0.463124,0.453267,0.520046,"BOND",113,16758,197,335,2018,16637
296,1548.19,-542.493,1005.7,2018,8,22,0,35,2,479.4,90,56,31,0,318,3,1,157,64,3,26624,25129,5.6,0.106675,0.116904,0.0109013,0.0124533,0.000448766,0.000504862,0.0079282,0.00637622,0.00387061,0.00373972,0.0133695,0.0145475,0.472906,0.464678,0.498803,"BOONE",255,53195,535,1495,2018,53480
297,582.604,-372.404,210.2,2018,1,0,0,0,0,645.7,5,10,15,0,5,0,0,8,4,9,2886,2812,2.6,0.00700899,0.0601859,0.00304739,0.00579003,0.000304739,0,0.00121896,0.00213317,0.000609477,0.0123419,0.00182843,0.1865,0.442785,0.347707,0.645284,"BROWN",43,6659,14,74,2018,6563
298,887.851,439.149,1327,2018,1,13,0,17,0,130.9,80,17,9,0,291,3,0,14,32,2,17510,16659,4.9,0.0455718,0.0487272,0.00646257,0.00734246,0.000273067,0.000182044,0.00661428,0.00364089,0.00263964,0.00206317,0.00515792,0.00482417,0.479171,0.488668,0.490185,"BUREAU",43,32856,436,851,2018,32959
299,1227.45,132.847,1360.3,2018,7,4,0,13,1,446.5,50,4,11,0,108,0,0,9,19,33,7484,7157,4.4,0.0184435,0.0201202,0.00691631,0.00796423,0.000209585,0,0.00335336,0.0023753,0.00216571,0.0023753,0.00398211,0.00670672,0.486447,0.48484,0.498533,"CARROLL",64,14335,195,327,2018,14314
300,1814.66,63.7433,1878.4,2018,6,6,0,2,0,1626.3,35,58,75,0,127,2,0,13,59,48,6138,5867,4.4,0.0912118,0.102745,0.00674139,0.00625406,0.000649773,0.000324886,0.00365497,0.00333008,0.00259909,0.00438597,0.0196556,0.029321,0.466212,0.462963,0.503736,"CASS",200,12298,231,271,2018,12312
301,2942.34,-356.335,2586,2018,19,158,0,164,22,286.7,743,189,83,0,3545,158,10,305,621,5,108065,103473,4.2,0.0292448,0.0315885,0.0146915,0.0144104,0.000371574,0.000628817,0.0513629,0.0568079,0.00161968,0.00199125,0.0723759,0.0654684,0.372088,0.361522,0.498056,"CHAMPAIGN",601,209625,5421,4592,2018,209918
302,1021.09,-88.79,932.3,2018,1,16,0,3,0,522.7,67,39,51,0,192,3,0,27,24,53,14822,14060,5.1,0.00624751,0.01029,0.00508376,0.00597189,0.000245,0.00018375,0.00358313,0.00263376,0.00143938,0.00125563,0.00290938,0.0136588,0.490491,0.47821,0.508529,"CHRISTIAN",171,32716,305,762,2018,32653
303,922.606,-231.406,691.2,2018,0,6,0,3,0,505.6,30,10,29,0,53,0,0,19,16,21,7804,7409,5.1,0.00608974,0.00967949,0.00467949,0.00596154,0.000192308,0.000128205,0.00294872,0.00121795,0.00141026,0.00108974,0.00224359,0.00237179,0.490641,0.492564,0.495962,"CLARK",79,15625,108,395,2018,15600
304,1263.28,-44.9793,1218.3,2018,1,8,0,0,1,814.7,22,25,31,0,119,0,1,7,9,43,6687,6343,5.1,0.00746269,0.00874416,0.0046736,0.00542741,0,0,0.00542741,0.00301523,0.00150761,0.00105533,0.00263832,0.00278909,0.488844,0.489824,0.495929,"CLAY",107,13133,160,344,2018,13266
305,842.323,60.977,903.3,2018,17,20,1,8,7,459.7,41,34,51,1,235,1,0,37,26,33,20465,19750,3.5,0.0115924,0.0197363,0.00620739,0.00610128,0.000265273,0.000371382,0.00376688,0.00190997,0.00164469,0.00201608,0.00554421,0.0315675,0.482903,0.463485,0.519086,"CLINTON",172,37417,338,715,2018,37697
306,1997.89,-766.59,1231.3,2018,4,11,0,35,7,666.2,175,20,39,0,286,5,0,60,115,220,24227,23106,4.6,0.0124732,0.0136143,0.00877452,0.00800724,0.00025576,0.00106239,0.0057054,0.00462335,0.00143619,0.00114108,0.0199099,0.0198902,0.456983,0.47947,0.484448,"COLES",343,51489,634,1121,2018,50829
307,3924.39,-789.393,3135,2018,91,13215,1,2593,568,460.3,17805,7705,2204,16,98781,11282,638,13777,17828,111,2.60213e+06,2.49422e+06,4.1,0.125324,0.129489,0.0100662,0.00986802,0.000356538,0.000378773,0.0405856,0.0371979,0.00353715,0.00377845,0.130069,0.108674,0.334272,0.329859,0.485527,"COOK",23888,5.19014e+06,162710,107918,2018,5.17196e+06
308,1034.81,-219.309,815.5,2018,4,3,0,1,0,559.7,33,23,23,0,86,1,0,20,29,35,8728,8271,5.2,0.00738184,0.0148699,0.00568242,0.00568242,0.00015932,0.00031864,0.00377058,0.00223048,0.00191184,0.00191184,0.00382369,0.0477961,0.471535,0.460435,0.524217,"CRAWFORD",105,18761,153,457,2018,18830
309,619.037,63.6632,682.7,2018,0,5,0,1,0,249.1,19,9,8,0,44,1,0,3,4,7,6106,5867,3.9,0.00564606,0.00490559,0.00472047,0.00536838,0.000647908,0.000185117,0.00398001,0.0022214,0.00101814,0.000833025,0.00231396,0.00277675,0.491485,0.489541,0.497779,"CUMBERLAND",27,10839,74,239,2018,10804
310,1568.28,251.918,1820.2,2018,12,54,0,70,10,475.9,199,129,131,1,1341,35,1,210,187,14,55294,52902,4.3,0.0566177,0.057691,0.010714,0.00952573,0.000402495,0.000421662,0.0137807,0.0129949,0.00222331,0.00233831,0.0440158,0.0366558,0.442783,0.432999,0.495865,"DEKALB",496,104217,1897,2392,2018,104349
311,1370.85,-499.645,871.2,2018,10,6,0,4,1,1059.7,33,45,91,0,84,4,0,27,39,35,10305,9895,4,0.0331997,0.0387501,0.00585877,0.00621852,0,0,0.0035461,0.00344331,0.00154178,0.00215849,0.00256964,0.00390585,0.485199,0.491726,0.494758,"DOUGLAS",208,19628,171,410,2018,19458
312,1324.82,-69.7187,1255.1,2018,35,508,0,240,33,216.4,1157,550,635,1,9074,172,13,764,448,24,508812,492484,3.2,0.0706586,0.0732836,0.0101645,0.0102421,0.000251281,0.0002804,0.0640239,0.0610938,0.00195741,0.00193476,0.0279451,0.0244282,0.402976,0.404153,0.491504,"DUPAGE",2008,927781,11645,16328,2018,927247
313,1473.59,205.609,1679.2,2018,18,16,0,15,1,1176.1,119,0,60,0,79,1,0,27,56,96,9289,8866,4.6,0.00679724,0.00570277,0.00420507,0.00455069,5.76037e-05,0.000230415,0.00195853,0.00144009,0.00115207,0.00138249,0.003053,0.00345622,0.483813,0.499194,0.49038,"EDGAR",201,17091,287,423,2018,17360
314,1169.96,-734.055,435.9,2018,1,1,0,0,0,653.8,5,9,16,0,20,0,0,4,2,12,2782,2660,4.4,0.00657586,0.00861124,0.00641929,0.00532331,0,0,0.00250509,0.00140911,0.00297479,0.00187882,0.00266166,0.00281823,0.48677,0.492406,0.493033,"EDWARDS",42,6424,28,122,2018,6387
315,1933.49,-323.291,1610.2,2018,34,29,0,14,2,1645.5,70,114,117,0,387,7,0,76,38,218,19207,18505,3.7,0.010737,0.0116732,0.00459319,0.00441766,0.000234048,2.9256e-05,0.00327667,0.00336444,0.00125801,0.00137503,0.00231123,0.00342295,0.490448,0.489424,0.498903,"EFFINGHAM",559,33971,547,702,2018,34181
316,1236.21,108.494,1344.7,2018,21,17,0,8,0,887.2,50,10,56,0,191,2,0,40,23,65,9811,9308,5.1,0.00575627,0.0127293,0.00510109,0.00683265,0.000140397,9.35979e-05,0.00210595,0.00154437,0.00140397,0.00154437,0.00210595,0.0431018,0.481327,0.461344,0.527799,"FAYETTE",192,21641,291,503,2018,21368
317,1363.13,-356.43,1006.7,2018,2,2,0,7,2,671.1,36,40,32,0,57,0,1,14,27,0,6441,6142,4.6,0.0165002,0.0181653,0.00756888,0.00666061,0.000302755,7.56888e-05,0.00333031,0.0020436,0.00166515,0.00211928,0.00317893,0.00756888,0.481381,0.490388,0.493566,"FORD",88,13112,132,299,2018,13212
318,1576.04,264.863,1840.9,2018,11,47,0,0,2,728.1,185,17,110,0,442,3,0,66,34,78,16908,15884,6.1,0.00855408,0.00863161,0.0067709,0.00708102,0.000103373,7.75294e-05,0.00232588,0.00155059,0.00230004,0.00165396,0.00268769,0.00335961,0.486497,0.492467,0.493345,"FRANKLIN",282,38732,713,1024,2018,38695
319,1103.31,-85.6137,1017.7,2018,9,24,0,15,2,766.9,94,29,137,0,181,1,0,47,36,44,15283,14355,6.1,0.00654608,0.0245765,0.0050244,0.00531151,0,0.000114844,0.00172265,0.00166523,0.00155039,0.00519667,0.00301464,0.0367499,0.47617,0.468303,0.520385,"FULTON",266,34685,353,928,2018,34830
320,1488.75,-6.04924,1482.7,2018,2,1,0,0,0,160.3,21,0,3,0,43,0,0,0,9,3,2444,2307,5.6,0.00654113,0.0107037,0.0107037,0.00634291,0,0,0.00138751,0.00099108,0.00198216,0.00237859,0.00198216,0.00475718,0.480079,0.495144,0.488801,"GALLATIN",8,4991,74,137,2018,5045
321,1211.44,-36.136,1175.3,2018,10,5,0,8,1,1098.5,30,13,23,0,66,1,0,72,42,25,6019,5732,4.8,0.00551091,0.00742442,0.00413318,0.00420972,7.65404e-05,7.65404e-05,0.00122465,0.00145427,0.00145427,0.00137773,0.00237275,0.0110984,0.489705,0.486873,0.503865,"GREENE",143,13018,153,287,2018,13065
322,741.643,102.257,843.9,2018,13,21,0,9,0,224.4,46,27,6,1,319,6,0,66,24,1,25504,24284,4.8,0.0488494,0.0528907,0.00659172,0.00665058,0.000588547,0.000235419,0.0048457,0.00400212,0.0017264,0.00174602,0.00855355,0.00916171,0.482981,0.479195,0.498499,"GRUNDY",113,50363,425,1220,2018,50973
323,806.649,64.4515,871.1,2018,0,3,0,2,0,281,38,4,2,0,104,0,0,7,8,37,8505,8115,4.6,0.00762845,0.00830155,0.00572134,0.00493606,0.000448732,0.000448732,0.0019632,0.0019632,0.00201929,0.00173884,0.00291676,0.00308503,0.489567,0.490016,0.496915,"HANCOCK",50,17794,155,390,2018,17828
324,1548.55,-846.947,701.6,2018,1,2,0,1,0,1052.4,3,5,8,0,14,0,0,12,8,16,1335,1234,7.6,0.0128436,0.00950424,0.00770614,0.0053943,0.000770614,0.000513743,0.00231184,0.00231184,0.00436681,0.00282558,0.00256871,0.00256871,0.495762,0.477781,0.504495,"HARDIN",42,3991,28,101,2018,3893
325,672.966,-628.166,44.8,2018,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3664,3486,4.9,0.011647,0.00866059,0.00627147,0.00552486,0.000298641,0.000447962,0.00373302,0.000895924,0.00134388,0.00164253,0.00194117,0.00194117,0.484545,0.49679,0.489622,"HENDERSON",0,6691,3,178,2018,6697
326,1349.64,125.263,1474.9,2018,5,33,0,7,6,500.5,78,80,73,0,554,0,0,35,44,52,25120,23886,4.9,0.0280829,0.0312417,0.00776458,0.0075404,0.000142656,0.000163036,0.00271047,0.00199719,0.00165074,0.00150808,0.00802951,0.0114533,0.482851,0.481424,0.498278,"HENRY",245,48954,722,1234,2018,49069
327,1225.14,141.959,1367.1,2018,22,15,0,5,1,469,92,18,25,0,245,3,0,39,15,25,14485,13855,4.3,0.0343836,0.0371489,0.00720419,0.00720419,0.000218309,0.000109154,0.00338379,0.00229224,0.0016737,0.0019284,0.00422064,0.00702227,0.479224,0.492432,0.490867,"IROQUOIS",129,27504,376,630,2018,27484
328,2709.99,81.9097,2791.9,2018,18,66,0,46,10,743,300,54,137,0,1033,30,0,114,127,106,28082,26831,4.5,0.0226396,0.0226221,0.0148371,0.0141039,0.000418929,0.000453839,0.017595,0.0181885,0.00274049,0.00258339,0.0833319,0.0698563,0.404685,0.384175,0.496902,"JACKSON",429,57739,1612,1251,2018,57289
329,589.3,-169,420.3,2018,1,5,0,2,0,262.7,16,1,7,0,13,0,0,1,4,15,4617,4391,4.9,0.00987115,0.00727348,0.00374065,0.00342893,0.000207814,0,0.00238986,0.000831255,0.000935162,0.00114298,0.00103907,0.00197423,0.495012,0.492623,0.499065,"JASPER",25,9516,40,226,2018,9624
330,2667.16,807.636,3474.8,2018,17,37,0,31,9,1033.5,252,15,97,0,730,23,1,94,235,169,17781,16863,5.2,0.0109261,0.0174499,0.0107139,0.00946749,0.000185637,0.000185637,0.00599342,0.00548955,0.00175029,0.00180333,0.0344489,0.0546834,0.451655,0.432773,0.514135,"JEFFERSON",392,37930,1318,918,2018,37708
331,1959.33,-779.629,1179.7,2018,19,20,0,11,0,1423.9,70,44,88,0,133,0,0,109,22,49,10998,10474,4.8,0.00802937,0.00688231,0.00679055,0.00591879,9.17642e-05,0.00022941,0.00766231,0.00160587,0.00155999,0.00215646,0.00371645,0.00422115,0.478642,0.492957,0.487222,"JERSEY",309,21701,256,524,2018,21795
332,1258.52,-111.216,1147.3,2018,5,9,0,6,2,1100.5,40,68,96,0,171,3,0,31,14,35,11056,10585,4.3,0.0143453,0.0166893,0.00482865,0.00595378,0.000187521,0.000328161,0.00318785,0.00210961,0.00145328,0.00187521,0.00290657,0.00393793,0.492007,0.486991,0.500445,"JO DAVIESS",235,21354,245,471,2018,21331
333,853.341,217.659,1071,2018,0,8,0,2,1,131.9,31,3,7,0,58,0,0,4,38,3,4120,3814,7.4,0.00982049,0.0219754,0.00643967,0.00539322,8.04959e-05,0.000241488,0.00169041,0.00128793,0.00112694,0.00273686,0.00249537,0.068502,0.472913,0.442083,0.546084,"JOHNSON",17,12885,138,306,2018,12423
334,1116.03,62.0697,1178.1,2018,9,260,1,178,19,239.8,681,403,295,0,4372,171,6,567,616,9,274172,260970,4.8,0.156487,0.164501,0.00985133,0.00962795,0.000381063,0.000418606,0.0224245,0.0206018,0.00471167,0.00541936,0.0304513,0.0296403,0.441378,0.434207,0.497973,"KANE",1283,535014,6303,13202,2018,532720
335,1575.7,614.097,2189.8,2018,10,111,0,64,19,342.6,340,75,78,1,1560,58,6,200,220,9,55566,52565,5.4,0.0501396,0.0560603,0.00994971,0.0101589,0.000218275,0.000236465,0.00546597,0.00517494,0.00218275,0.00213728,0.077333,0.0732768,0.410885,0.412522,0.492329,"KANKAKEE",372,108593,2378,3001,2018,109953
336,1201.21,-202.714,998.5,2018,1,26,0,39,10,74.6,118,38,32,0,1002,16,1,24,59,0,68692,66235,3.6,0.0949051,0.0985303,0.0100535,0.0106251,0.000368001,0.000328852,0.0173665,0.0149549,0.00270128,0.0025995,0.0388124,0.0379902,0.439362,0.434938,0.49576,"KENDALL",95,127288,1271,2457,2018,127717
337,2541.02,-56.1158,2484.9,2018,12,52,0,32,0,760.4,204,93,86,6,806,15,2,76,134,114,22181,21029,5.2,0.0258114,0.0330746,0.0134659,0.0134459,0.000220097,0.000140062,0.00582256,0.00430189,0.00162071,0.00258114,0.0279923,0.0537036,0.444015,0.445676,0.505202,"KNOX",381,50102,1245,1152,2018,49978
338,1266.17,66.7282,1332.9,2018,34,341,0,180,21,269,1034,442,794,0,6971,291,21,597,476,17,377827,361032,4.4,0.10728,0.113437,0.0107878,0.0110122,0.000458842,0.000494578,0.0424593,0.0399993,0.00412386,0.0044026,0.0383269,0.0364158,0.417512,0.40418,0.499663,"LAKE",1884,700334,9335,16795,2018,699587
339,1280.91,78.8908,1359.8,2018,3,46,0,52,23,570.3,221,192,149,0,1065,10,1,266,65,12,56128,52942,5.7,0.047014,0.0529594,0.00675162,0.0071547,0.000201541,0.000146575,0.00603707,0.00344452,0.00178638,0.00210702,0.00791506,0.0205938,0.477524,0.473236,0.504072,"LASALLE",622,109062,1483,3186,2018,109159
340,349.248,-211.648,137.6,2018,0,1,0,0,0,25,4,1,2,0,12,0,0,0,5,1,5999,5658,5.7,0.00733574,0.0313666,0.00524885,0.0055018,0.000126478,0.000252956,0.00164422,0.00347815,0.00202365,0.00252956,0.00417378,0.0965661,0.45665,0.427307,0.559476,"LAWRENCE",4,15991,22,341,2018,15813
341,1390.64,-133.238,1257.4,2018,2,10,0,25,1,793.2,76,114,56,0,275,0,0,85,41,13,17937,17164,4.3,0.026038,0.0388092,0.00766853,0.00746443,0.000204105,0.000291579,0.00437369,0.00381969,0.00142874,0.00224516,0.00743527,0.0481106,0.475945,0.448099,0.530791,"LEE",270,34038,428,773,2018,34296
342,1164.93,-82.532,1082.4,2018,19,19,0,6,2,576.1,56,35,35,0,247,6,0,115,68,11,16675,15963,4.3,0.0203282,0.0262922,0.00669205,0.00921207,5.60004e-05,8.40007e-05,0.00456404,0.00459204,0.00126001,0.00145601,0.0164081,0.0253962,0.469452,0.469592,0.501428,"LIVINGSTON",215,37323,404,712,2018,35714
343,1042.81,216.985,1259.8,2018,3,17,0,7,2,272.7,60,11,23,0,225,2,0,42,52,0,12927,12336,4.6,0.011829,0.0228279,0.00733259,0.00854317,6.91754e-05,0.000138351,0.00415053,0.00377006,0.00131433,0.00242114,0.0290191,0.053611,0.447703,0.45009,0.508024,"LOGAN",79,28973,365,591,2018,28912
344,1705.65,-371.851,1333.8,2018,5,9,0,29,1,857.4,52,117,62,0,267,3,1,50,44,27,13383,12731,4.9,0.013674,0.014341,0.0088047,0.00847119,0.000166756,0,0.0125734,0.0120731,0.00226788,0.0016342,0.0297158,0.0261139,0.449173,0.457044,0.489428,"MCDONOUGH",261,30440,406,652,2018,29984
345,868.681,58.9194,927.6,2018,8,88,0,106,4,221.9,268,228,182,0,2162,22,1,250,204,15,165900,159952,3.6,0.0649114,0.0692098,0.00818489,0.00800646,0.000220599,0.000275749,0.0159545,0.0134825,0.00241362,0.00262449,0.00784101,0.00928464,0.471609,0.467736,0.49765,"MCHENRY",683,307778,2855,5948,2018,308251
346,1911.88,-183.481,1728.4,2018,5,127,0,126,5,386.3,366,187,95,0,1954,59,11,354,323,23,89103,85473,4.1,0.0251204,0.0255786,0.0120817,0.0120933,0.000226205,0.000295807,0.0251262,0.0271446,0.00146743,0.00147903,0.0424511,0.0398353,0.416687,0.43269,0.485958,"MCLEAN",664,171896,2971,3630,2018,172410
347,3205.64,-294.044,2911.6,2018,1,119,2,36,25,612.5,712,86,273,0,1698,86,9,214,362,67,49954,47223,5.5,0.0116646,0.0117125,0.0150999,0.014832,0.000239225,0.000267932,0.00589451,0.0053108,0.00114828,0.00147363,0.0936423,0.0820734,0.389095,0.405123,0.478852,"MACON",641,104649,3047,2731,2018,104504
348,976.713,623.887,1600.6,2018,3,36,0,11,3,220.4,130,20,6,0,479,3,1,41,56,29,23079,21966,4.8,0.00690675,0.00606823,0.00591376,0.00558277,6.61989e-05,0.000264795,0.00251556,0.00141224,0.00187563,0.0018315,0.00476632,0.00503111,0.485745,0.490423,0.494439,"MACOUPIN",99,44922,719,1113,2018,45318
349,2905,-773.401,2131.6,2018,126,384,0,149,27,781.3,1040,195,403,0,3377,110,12,788,521,548,134541,128575,4.4,0.0161916,0.0173733,0.0102301,0.0104043,0.000291638,0.000344663,0.00564717,0.00450334,0.00167029,0.00165893,0.0472226,0.0407157,0.439192,0.44799,0.486948,"MADISON",2060,263656,5620,5966,2018,264026
350,2324.96,856.939,3181.9,2018,37,90,0,48,34,962,265,8,83,0,597,20,1,93,139,140,17872,17014,4.8,0.00906878,0.0118509,0.0101923,0.00995158,8.02547e-05,0.000187261,0.00363821,0.00256815,0.00141783,0.00216688,0.0209465,0.0222038,0.46109,0.47492,0.488804,"MARION",361,37525,1194,858,2018,37381
351,1026.67,-31.4738,995.2,2018,1,5,0,2,1,233.6,29,4,9,0,62,1,1,11,14,2,5437,5157,5.1,0.0147174,0.015327,0.00714099,0.00539929,8.70853e-05,8.70853e-05,0.00287381,0.00200296,0.00165462,0.00252547,0.00322215,0.0047026,0.4855,0.489855,0.495167,"MARSHALL",27,11556,115,280,2018,11483
352,930.77,739.93,1670.7,2018,1,10,0,22,0,414,35,9,8,0,128,2,0,13,29,25,6318,5949,5.8,0.0045075,0.00687209,0.00487697,0.00628094,0,7.38934e-05,0.00273406,0.00169955,0.0022168,0.00184734,0.00214291,0.00465529,0.483928,0.495308,0.492721,"MASON",56,13527,226,369,2018,13533
353,2851.9,974.096,3826,2018,8,24,0,7,11,1230.6,113,24,35,0,349,2,0,35,35,72,5722,5330,6.9,0.0144762,0.0152606,0.0127647,0.0114098,0,0.000142623,0.00256721,0.00263852,0.00285246,0.0024959,0.0294516,0.0298082,0.443842,0.472866,0.479498,"MASSAC",174,14140,541,392,2018,14023
354,913.563,-105.563,808,2018,0,6,0,7,7,131.9,19,3,0,0,50,0,0,4,9,9,6599,6336,4,0.00748637,0.00773049,0.00683538,0.00773049,0.000162747,8.13736e-05,0.00268533,0.00113923,0.0015461,0.00179022,0.00423143,0.00488242,0.478477,0.497437,0.487102,"MENARD",16,12129,98,263,2018,12289
355,922.637,-203.737,718.9,2018,3,6,0,4,0,492.2,35,20,28,0,63,0,0,9,3,16,8142,7724,5.1,0.0131824,0.0118963,0.00475854,0.00630185,0.000257218,0.000128609,0.00276509,0.00180053,0.000771655,0.00173622,0.00347245,0.00456562,0.489808,0.489679,0.498296,"MERCER",76,15440,111,418,2018,15551
356,644.439,70.9607,715.4,2018,7,10,0,9,0,246.3,46,12,15,0,162,1,0,33,16,17,18788,18153,3.4,0.00773863,0.00765135,0.00459663,0.0050912,0.000145463,0.000145463,0.00410206,0.0019783,0.00110552,0.00125098,0.00200739,0.00212376,0.491025,0.491199,0.496843,"MONROE",84,34106,244,635,2018,34373
357,1426.95,595.254,2022.2,2018,1,9,0,13,5,919.8,113,40,81,0,386,2,0,62,48,78,11925,11235,5.8,0.00599491,0.0115716,0.00480987,0.00435677,0.000139417,0.000243979,0.00282319,0.00216096,0.00101077,0.00125475,0.00247464,0.032972,0.486982,0.46485,0.523893,"MONTGOMERY",262,28484,576,690,2018,28691
358,1625.71,547.088,2172.8,2018,0,12,0,23,2,493.8,111,18,44,0,508,6,0,50,64,53,16411,15698,4.3,0.00993329,0.0154583,0.00908102,0.00955124,0.000146942,0.00038205,0.00349722,0.00399683,0.00129309,0.00290945,0.0208658,0.0489023,0.44976,0.458636,0.50648,"MORGAN",165,33413,726,713,2018,34027
359,639.73,545.17,1184.9,2018,1,4,0,5,1,239.7,24,16,6,0,89,2,0,9,48,3,7524,7241,3.8,0.00744129,0.0078509,0.00491535,0.00525669,0.000136537,0.000204806,0.00170672,0.00143364,0.00129711,0.00129711,0.00307209,0.00307209,0.484298,0.498293,0.490579,"MOULTRIE",35,14601,173,283,2018,14648
360,950.933,-135.233,815.7,2018,7,27,0,18,1,314.8,82,55,42,0,252,5,0,54,27,1,25482,24237,4.9,0.0503732,0.0524606,0.00764065,0.00710896,0.000334771,0.000374156,0.00344617,0.00293417,0.00167385,0.00200862,0.00559264,0.00697111,0.483153,0.485477,0.495835,"OGLE",159,50511,412,1245,2018,50781
361,2985.16,748.842,3734,2018,34,516,0,106,63,376.3,1157,188,118,0,4030,214,24,319,677,25,86510,81781,5.5,0.0243495,0.0246318,0.0151257,0.0152253,0.000370945,0.000304507,0.019267,0.0212435,0.00191009,0.00204296,0.0994906,0.0877644,0.37255,0.379144,0.484692,"PEORIA",684,181761,6787,4729,2018,180620
362,1808.3,-934.102,874.2,2018,26,18,0,2,0,1197.2,42,23,58,0,95,0,0,78,27,67,8460,7967,5.8,0.00695233,0.0251135,0.00818199,0.0100738,0.000331063,0.000283768,0.00208097,0.00335793,0.00118237,0.00297957,0.0100265,0.0795025,0.463157,0.428065,0.550132,"PERRY",252,21049,184,493,2018,21144
363,760.412,-185.012,575.4,2018,1,3,0,4,2,257.1,19,9,24,0,35,1,0,6,30,2,8566,8211,4.1,0.00739338,0.00623243,0.00580472,0.00562141,0.000305511,0.000122205,0.00238299,0.00183307,0.000855432,0.00122205,0.0026885,0.00427716,0.487169,0.49279,0.495173,"PIATT",42,16336,94,355,2018,16366
364,1008.89,-217.692,791.2,2018,2,2,0,5,0,727.4,34,5,32,0,71,0,1,21,11,54,7223,6883,4.7,0.0050016,0.00769477,0.00410388,0.00448862,6.41231e-05,0.000320616,0.00160308,0.00160308,0.000769477,0.00147483,0.00173132,0.0125681,0.484707,0.490862,0.500866,"PIKE",114,15672,124,340,2018,15595
365,716.498,-469.298,247.2,2018,1,1,0,0,0,17.7,2,0,0,0,10,0,1,0,0,0,3043,2885,5.2,0.028417,0.02894,0.00610181,0.00714784,0.000174338,0,0.00400976,0.00174337,0.00209205,0.000871688,0.00383542,0.00488145,0.50122,0.474198,0.509589,"PUTNAM",1,5663,14,158,2018,5736
366,802.703,-538.203,264.5,2018,18,7,0,3,0,609.9,24,22,60,0,33,2,0,66,16,30,14212,13598,4.3,0.00801815,0.0236504,0.005967,0.00689934,0.000217547,0.00049725,0.00264164,0.00229978,0.00142959,0.00170929,0.0147932,0.0896914,0.455729,0.424434,0.550517,"RANDOLPH",196,32137,85,614,2018,32177
367,1822.63,1489.37,3312,2018,4,17,0,14,5,880.2,116,13,30,0,325,5,0,16,41,76,7510,7168,4.6,0.0096209,0.0087289,0.00739089,0.00681746,0.000127429,6.37146e-05,0.00503345,0.00433259,0.00184772,0.00165658,0.00324944,0.00490602,0.484103,0.486907,0.495444,"RICHLAND",139,15791,523,342,2018,15695
