County,Percent Hispanic Female,Percent Hispanic Male,Percent Two or More Races Female,Percent Two or More Races Male,Percent Native Hawaiin Female,Percent Native Hawaiin Male,Percent Asain Female,Percent Asain Male,Percent American Indian Female,Percent American Indian Male,Percent Black Female,Percent Black Male,Percent White Male,Percent White Female,Population Percent Male,YEAR,TOT_POP
LOGAN,1.114311184,2.245765617,0.699444559,0.733731057,0.006857300,0.013714599,0.438867174,0.363436879,0.137145992,0.226290887,2.818350134,5.273263389,44.761023109,45.210176233,50.689158609,2016,29166
LOGAN,1.140042709,2.235310326,0.716401460,0.781841978,0.006888476,0.013776951,0.427085486,0.375421919,0.137769512,0.227319694,2.844940415,5.335124337,44.795756699,45.067851484,50.799063167,2017,29034
LOGAN,1.182899834,2.282789153,0.733259546,0.854316547,0.006917543,0.013835086,0.415052573,0.377006087,0.131433315,0.242114001,2.901909242,5.361095739,44.770337576,45.008992806,50.802434975,2018,28912
LOGAN,1.177580544,2.288769306,0.719826683,0.894541897,0.006988609,0.013977217,0.401844993,0.370396254,0.129289259,0.248095604,2.980641554,5.548955203,44.594311273,44.929764484,50.831644420,2019,28618
MCDONOUGH,1.325956310,1.383191834,0.839454355,0.890330376,0.022258259,0,1.058857197,1.141530732,0.184425578,0.171706573,2.795001431,2.585137842,45.588095011,45.565836752,49.534166428,2015,31449
MCDONOUGH,1.303911735,1.375093021,0.850939917,0.886530559,0.019413078,0,1.125958521,1.151842625,0.171482189,0.161775650,2.808425276,2.526935646,45.501019187,45.646617271,49.377163749,2016,30907
MCDONOUGH,1.316959141,1.405853883,0.842853850,0.869193033,0.016461989,0,1.218187206,1.195140421,0.190959075,0.171204688,2.874263326,2.531853949,45.234254107,45.678727817,49.178546736,2017,30373
MCDONOUGH,1.367395945,1.434098186,0.880469584,0.847118463,0.016675560,0,1.257337247,1.207310566,0.226787620,0.163420491,2.971584845,2.611392743,44.917289221,45.704375667,48.942769477,2018,29984
MCDONOUGH,1.452058487,1.492487029,0.842261303,0.875951755,0.016845226,0.003369045,1.226332457,1.249915774,0.239202210,0.161714170,2.927700290,2.563843407,45.040765447,45.690991173,49.056667340,2019,29682
MCHENRY,5.985265239,6.434916052,0.730560649,0.743240607,0.025359916,0.028286060,1.504363206,1.274173202,0.223362335,0.232791021,0.687643869,0.800462981,47.434746986,47.026712445,49.801997581,2015,307572
MCHENRY,6.146979252,6.546446629,0.772889611,0.762471554,0.024091757,0.027347400,1.536012293,1.289885694,0.225290485,0.236685235,0.719822633,0.835397954,47.359510872,46.940509638,49.781383583,2016,307159
MCHENRY,6.294689992,6.722219515,0.792683917,0.779364229,0.022740932,0.028263730,1.576271462,1.322222764,0.228708802,0.233581859,0.772541949,0.887870961,47.258255771,46.841446973,49.765605965,2017,307815
MCHENRY,6.491138715,6.920983225,0.818488829,0.800646227,0.022059945,0.027574931,1.595453056,1.348251912,0.241361747,0.262448459,0.784101268,0.928464141,47.160917564,46.773570889,49.764964266,2018,308251
MCHENRY,6.727988719,7.157849591,0.846400281,0.808710287,0.023393789,0.030216977,1.629442383,1.361063638,0.251483231,0.270978055,0.821381923,0.971492069,47.101444566,46.660536628,49.767361765,2019,307774
MCLEAN,2.291773757,2.380141041,1.186316355,1.142421495,0.019637174,0.026567942,2.677008912,2.830640923,0.145546116,0.139770476,3.978838057,3.806146436,41.772890303,43.371587319,48.621066068,2015,173141
MCLEAN,2.362627838,2.434852950,1.196047842,1.172358005,0.020800832,0.032934651,2.665395505,2.885537644,0.156006240,0.154272838,4.026694401,3.831975501,41.692378806,43.291731669,48.643323511,2016,173070
MCLEAN,2.414415875,2.494877108,1.225441958,1.219074522,0.022575454,0.032416037,2.585178925,2.792410017,0.152239601,0.151660743,4.107574933,3.895712979,41.654607129,43.332715885,48.574273244,2017,172754
MCLEAN,2.512035265,2.557856273,1.208166580,1.209326605,0.022620498,0.029580651,2.512615278,2.714459718,0.146743228,0.147903254,4.245113392,3.983527638,41.668696711,43.268951917,48.595789107,2018,172410
MCLEAN,2.562428214,2.604406560,1.221453267,1.227866625,0.023321303,0.030317694,2.463312675,2.651049167,0.150422407,0.146924212,4.355836448,4.040415819,41.606371380,43.267431217,48.518222683,2019,171517
MACON,1.096485099,1.080648016,1.351741613,1.377826221,0.020495049,0.019563455,0.609261899,0.552434719,0.113654360,0.146260119,9.204140000,8.083433480,39.056109853,40.773967562,47.926739517,2015,107343
MACON,1.094159781,1.120479776,1.408119718,1.417519716,0.022559995,0.018799996,0.602539879,0.556479889,0.111859978,0.145699971,9.273098145,8.106558379,39.040072192,40.643711871,47.938110412,2016,106383
MACON,1.125247868,1.151813585,1.476294842,1.448780349,0.020873063,0.021821839,0.587292100,0.539853319,0.113853073,0.148957770,9.324566647,8.173701838,38.974753081,40.544976708,47.932143569,2017,105399
MACON,1.166462528,1.171247034,1.509990048,1.483196815,0.023922529,0.026793233,0.589451121,0.531080150,0.114828141,0.147362780,9.364234862,8.207341346,38.909515425,40.512324887,47.885248412,2018,104504
MACON,1.185474334,1.207587805,1.532559682,1.537366959,0.021152016,0.029805113,0.584564797,0.572065879,0.122104818,0.151909931,9.486679037,8.266592314,38.789912411,40.372467767,47.880471882,2019,104009
MACOUPIN,0.582003662,0.503531258,0.496991891,0.518789781,0.006539367,0.017438312,0.228877845,0.143866074,0.178742698,0.161304386,0.431598221,0.477373790,48.526462638,49.304647310,49.352602668,2015,45876
MACOUPIN,0.632509685,0.579982929,0.503381410,0.518701714,0.006565844,0.026263378,0.218861483,0.140071349,0.188220875,0.170711956,0.457420499,0.485872491,48.482195618,49.294171719,49.331378171,2016,45691
MACOUPIN,0.685638941,0.613119437,0.553785298,0.544995055,0.006592682,0.026370728,0.232941435,0.129656082,0.186792660,0.171409735,0.457092627,0.494451159,48.526535546,49.201186683,49.361608614,2017,45505
MACOUPIN,0.690674787,0.606822896,0.591376495,0.558277064,0.006619886,0.026479545,0.251555673,0.141224238,0.187563441,0.183150183,0.476631802,0.503111346,48.574517852,49.042323139,49.443929564,2018,45318
MACOUPIN,0.643280061,0.621021235,0.569825936,0.572051819,0.006677648,0.026710591,0.273783555,0.142456484,0.195877665,0.184748253,0.447402395,0.518630637,48.497529270,49.114098740,49.392334060,2019,44926
MADISON,1.479345554,1.595888660,0.948510504,0.951894013,0.026692131,0.031579422,0.527827486,0.428201928,0.159024948,0.159024948,4.544053294,3.897051083,44.164573903,45.069474729,48.724416909,2015,265996
MADISON,1.509932578,1.647712514,0.966718240,0.969729823,0.027104250,0.034256760,0.539449859,0.442702745,0.166389977,0.162625498,4.588147161,3.958349803,44.121201170,44.951268818,48.760921695,2016,265641
MADISON,1.564555836,1.701784348,1.003200742,1.004331746,0.027898104,0.035438132,0.558716084,0.451270683,0.167011623,0.164749615,4.663884396,4.000738923,44.024716212,44.858643323,48.720645728,2017,265251
MADISON,1.619158719,1.737328899,1.023005310,1.040427837,0.029163794,0.034466303,0.564717111,0.450334437,0.167029005,0.165892753,4.722262201,4.071568709,43.919159477,44.798997068,48.694825510,2018,264026
MADISON,1.661431516,1.774373873,1.041199242,1.051847007,0.031182738,0.033844680,0.566613174,0.463938304,0.174927557,0.171505061,4.761452051,4.070868477,43.893126868,44.744187461,48.680437775,2019,262966
MARION,0.831617091,1.053207852,0.886363044,0.888969994,0.007820850,0.018248651,0.388435569,0.271122813,0.164237858,0.205949060,1.991709899,2.054276702,46.169086785,47.798430616,48.763002164,2015,38359
MARION,0.854251544,1.117098173,0.935733999,0.872650808,0.007885399,0.018399264,0.360099882,0.254961230,0.147194112,0.199763438,2.031804442,2.105401498,46.132211854,47.785517151,48.731765015,2016,38045
MARION,0.906536606,1.137146795,0.943646292,0.951598367,0.007952075,0.018554843,0.355192705,0.251815724,0.148438743,0.209404655,2.104649313,2.144409691,46.045167789,47.733658485,48.706462387,2017,37726
MARION,0.906877826,1.185094032,1.019234370,0.995157968,0.008025467,0.018726091,0.363821193,0.256814959,0.141783259,0.216687622,2.094647013,2.220379337,46.108985848,47.492041411,48.880447286,2018,37381
MARION,0.940733772,1.206827039,1.005241231,0.959548448,0.008063432,0.018814675,0.370917887,0.268781078,0.142453971,0.212337051,2.085741164,2.198629217,46.190028222,47.464050531,48.923531783,2019,37205
MARSHALL,1.643605870,1.551362683,0.628930818,0.452830189,0.016771488,0.041928721,0.259958071,0.184486373,0.117400419,0.192872117,0.251572327,0.293501048,48.981132075,49.014675052,49.710691824,2015,11925
MARSHALL,1.548691188,1.531857588,0.488174396,0.513424796,0.016833600,0.042084000,0.260920798,0.193586398,0.143085599,0.210419998,0.294587998,0.311421598,49.011026008,49.027859608,49.768538002,2016,11881
MARSHALL,1.396983202,1.448405896,0.642783682,0.574220089,0.008570449,0.008570449,0.282824820,0.205690778,0.162838533,0.222831676,0.325677065,0.342817964,48.697291738,49.065821049,49.511484402,2017,11668
MARSHALL,1.471740834,1.532700514,0.714099103,0.539928590,0.008708526,0.008708526,0.287381346,0.200296090,0.165461987,0.252547244,0.322215449,0.470260385,48.550030480,48.985456762,49.516676827,2018,11483
MARSHALL,1.468788250,1.495016611,0.751879699,0.646966253,0.017485574,0.008742787,0.297254765,0.209826893,0.166112957,0.244798042,0.314740339,0.410910998,48.496240602,49.055778982,49.396747683,2019,11438
MASON,0.461660535,0.634783236,0.562648777,0.656423574,0,0.014426892,0.230830268,0.144268917,0.201976484,0.144268917,0.180336147,0.353458847,48.546490659,49.578013417,49.246194907,2015,13863
MASON,0.431444241,0.650822669,0.555758684,0.614259598,0,0.014625229,0.241316271,0.153564899,0.190127971,0.160877514,0.182815356,0.329067642,48.548446069,49.601462523,49.228519196,2016,13675
MASON,0.467938875,0.643415954,0.489873510,0.577612049,0,0.007311545,0.255904073,0.160853988,0.212034803,0.182788623,0.219346348,0.402134971,48.183081085,49.842801784,48.980039482,2017,13677
MASON,0.450750018,0.687209045,0.487696741,0.628094288,0,0.007389345,0.273405749,0.169954925,0.221680337,0.184733614,0.214290992,0.465528708,48.392817557,49.530776620,49.272149560,2018,13533
MASON,0.501534546,0.718616663,0.531476907,0.643760761,0,0.007485590,0.276966839,0.179654166,0.202110936,0.164682985,0.232053297,0.434164234,48.544052699,49.419866756,49.337525264,2019,13359
MASSAC,1.263128990,1.448479440,1.256264159,1.070913709,0,0.020594494,0.226539438,0.226539438,0.267728427,0.205944944,2.917553374,2.807716071,44.669458365,47.367337132,47.964577470,2015,14567
MASSAC,1.308864266,1.537396122,1.218836565,1.101108033,0,0.013850416,0.214681440,0.242382271,0.290858726,0.242382271,2.887811634,2.832409972,44.508310249,47.513850416,47.873961219,2016,14440
MASSAC,1.357497726,1.665383808,1.301518438,1.161570219,0,0.013994822,0.223917151,0.244909384,0.286893849,0.237911973,2.903925548,2.917920369,44.664474145,47.127562802,48.156182213,2017,14291
MASSAC,1.447621764,1.526064323,1.276474364,1.140982671,0,0.014262283,0.256721101,0.263852243,0.285245668,0.249589959,2.945161520,2.980817229,44.384225915,47.286600585,47.949796762,2018,14023
MASSAC,1.575660761,1.597444089,1.241649724,1.169038629,0,0.014522219,0.275922161,0.275922161,0.297705489,0.254138832,3.042404879,3.056927098,44.437990125,47.066511763,48.075805983,2019,13772
MENARD,0.744577533,0.687924895,0.582712852,0.720297831,0.008093234,0.008093234,0.242797022,0.089025575,0.129491745,0.186144383,0.412754937,0.469407575,47.952411784,49.894787957,48.729362253,2015,12356
MENARD,0.782384256,0.766252621,0.613002097,0.709791902,0.016131634,0.008065817,0.241974512,0.088723988,0.120987256,0.193579610,0.451685756,0.467817390,48.056138087,49.677367317,48.878851428,2016,12398
MENARD,0.772797527,0.764662816,0.667046287,0.764662816,0.016269422,0.008134711,0.244041324,0.097616530,0.138290084,0.195233059,0.479947938,0.471813227,47.880907834,49.768160742,48.686244204,2017,12293
MENARD,0.748636992,0.773049068,0.683538124,0.773049068,0.016274717,0.008137359,0.268532834,0.113923021,0.154609814,0.179021889,0.423142648,0.488241517,47.847668647,49.743673204,48.710228660,2018,12289
MENARD,0.754345687,0.852738603,0.713348639,0.737946868,0.016398819,0.008199410,0.295178747,0.122991145,0.155788783,0.180387012,0.434568711,0.475565759,47.991144638,49.581830108,48.802886192,2019,12196
MERCER,1.181252382,0.971675346,0.406452432,0.520767179,0.012701639,0.006350819,0.260383589,0.146068843,0.031754096,0.107963927,0.273085228,0.349295059,49.028324654,49.352216436,49.663406579,2015,15746
MERCER,1.345981284,1.063966158,0.416613255,0.557620818,0.025637739,0.012818869,0.262786822,0.147416998,0.044866043,0.147416998,0.237149083,0.371747212,49.218048968,49.083450840,49.929496218,2016,15602
MERCER,1.294208098,1.198103537,0.454894926,0.640697078,0.025627883,0.012813942,0.256278831,0.160174270,0.089697591,0.192209124,0.269092773,0.410046130,49.006919528,49.096617119,49.807790876,2017,15608
MERCER,1.318243200,1.189634107,0.475853643,0.630184554,0.025721819,0.012860909,0.276509549,0.180052730,0.077165456,0.173622275,0.347244550,0.456562279,48.980772941,48.967912031,49.829592952,2018,15551
MERCER,1.373323832,1.276154693,0.505279523,0.667228088,0.025911770,0.012955885,0.285029475,0.194338278,0.084213254,0.168426508,0.304463302,0.421066269,49.038025523,48.947334327,49.847768349,2019,15437
MONROE,0.755801891,0.690595453,0.411986129,0.406058271,0.014819645,0.020747503,0.376418981,0.207475029,0.109665372,0.112629301,0.154124307,0.180799668,49.064880405,49.328670085,49.604315481,2015,33739
MONROE,0.769616371,0.743077876,0.442308259,0.442308259,0.014743609,0.011794887,0.389231268,0.188718191,0.112051426,0.117948869,0.173974582,0.203461799,48.928139651,49.379294076,49.488396780,2016,33913
MONROE,0.760701015,0.772404108,0.482752567,0.479826794,0.014628866,0.014628866,0.389127827,0.193101027,0.111179379,0.111179379,0.184323708,0.213581439,48.986219609,49.272945376,49.545042277,2017,34179
MONROE,0.773863207,0.765135426,0.459663108,0.509120531,0.014546301,0.014546301,0.410205685,0.197829692,0.110551887,0.125098188,0.200738952,0.212375993,49.102493236,49.119948797,49.684345271,2018,34373
MONROE,0.814158270,0.831480786,0.467707942,0.525449664,0.014435430,0.014435430,0.392643705,0.210757283,0.115483443,0.135693045,0.216531455,0.225192713,49.178624015,48.999624679,49.793573346,2019,34637
MONTGOMERY,0.568648945,1.085913949,0.445327487,0.376815566,0.013702384,0.023979172,0.243217320,0.181556591,0.102767882,0.123321458,0.250068512,3.137845985,48.907234859,46.557275966,52.387640449,2015,29192
MONTGOMERY,0.643474072,1.142424555,0.426688689,0.375073122,0.013764151,0.024087265,0.271841988,0.192698118,0.099790097,0.127318399,0.240872647,3.231134510,48.797357283,46.550359588,52.396682840,2016,29061
MONTGOMERY,0.608040026,1.188283937,0.462110420,0.403043675,0.013898058,0.024321601,0.277961155,0.204996352,0.107709948,0.121608005,0.250165039,3.259094542,48.841249435,46.412563844,52.475591536,2017,28781
MONTGOMERY,0.599491130,1.157157297,0.480987069,0.435676693,0.013941654,0.024397895,0.282318497,0.216095640,0.101076993,0.125474888,0.247464362,3.297201213,48.698198041,46.484960441,52.389250985,2018,28691
MONTGOMERY,0.658126276,1.193073837,0.531428169,0.475117900,0.014077567,0.024635743,0.281551348,0.214682903,0.116139931,0.137256282,0.225241078,3.315267122,48.697825016,46.417259098,52.414302808,2019,28414
MORGAN,0.940212846,1.352637499,0.902719695,0.894067430,0.008652265,0.031724973,0.291292937,0.305713379,0.118247628,0.242263433,1.990021054,4.415539469,45.369595939,46.278083812,50.410982609,2015,34673
MORGAN,0.938438438,1.478401478,0.869138369,0.918225918,0.011550012,0.034650035,0.314737815,0.334950335,0.118387618,0.268537769,2.024139524,4.943404943,45.212520213,45.827558328,50.834488334,2016,34632
MORGAN,0.978244999,1.486348372,0.896481238,0.914002044,0.011680537,0.035041612,0.312454373,0.341655716,0.131406045,0.283253030,2.058694700,4.949627683,44.967148489,45.968754563,50.620528544,2017,34245
MORGAN,0.993328827,1.545831252,0.908102389,0.955123872,0.014694213,0.038204955,0.349722279,0.399682605,0.129309078,0.290945426,2.086578305,4.890234226,44.976048432,45.863578923,50.648014812,2018,34027
MORGAN,1.069582269,1.613286589,0.953710856,0.929942361,0.014855309,0.038623804,0.365440608,0.412977598,0.136668845,0.308990433,2.124309228,4.810149147,44.934339533,45.840513399,50.564501753,2019,33658
MOULTRIE,0.583327681,0.691853761,0.393407041,0.434104321,0,0.020348640,0.149223360,0.135657600,0.122091840,0.122091840,0.183137760,0.264532320,48.389065997,50.193312080,48.958827918,2015,14743
MOULTRIE,0.561259411,0.718685832,0.369609856,0.472279261,0.013689254,0.020533881,0.177960301,0.130047912,0.123203285,0.123203285,0.225872690,0.260095825,48.370978782,50.157426420,48.932238193,2016,14610
MOULTRIE,0.659819060,0.748248418,0.435344534,0.462553568,0.013604517,0.020406775,0.156451942,0.142847425,0.122440650,0.122440650,0.299299367,0.272090334,48.391265900,50.010203388,48.962655602,2017,14701
MOULTRIE,0.744128891,0.785090115,0.491534681,0.525669033,0.013653741,0.020480612,0.170671764,0.143364282,0.129710541,0.129710541,0.307209175,0.307209175,48.429819771,49.829328236,49.057891862,2018,14648
MOULTRIE,0.786152679,0.910282050,0.537893938,0.599958624,0.013792152,0.020688228,0.165505827,0.124129370,0.151713675,0.137921523,0.358595959,0.413764568,48.100131025,49.934487277,48.838011172,2019,14501
OGLE,4.757656277,5.013673655,0.661378227,0.636164394,0.029092884,0.040730037,0.316142672,0.292868364,0.170678252,0.203650187,0.455788514,0.614829613,48.445470238,48.730580500,49.636338951,2015,51559
OGLE,4.838898882,5.100883710,0.692109173,0.662782513,0.029326660,0.041057324,0.324548369,0.297176820,0.170094627,0.203331509,0.469226558,0.643231407,48.418315477,48.674434973,49.640259639,2016,51148
OGLE,4.922244230,5.192869610,0.749122429,0.694212931,0.029415802,0.041182123,0.339262252,0.300041182,0.160806385,0.201988508,0.507912851,0.678524503,48.390955621,48.561567274,49.651913008,2017,50993
OGLE,5.037317107,5.246056596,0.764065300,0.710895807,0.033477088,0.037415569,0.344617081,0.293416829,0.167385439,0.200862527,0.559264292,0.697111124,48.315314783,48.547685158,49.583505642,2018,50781
OGLE,5.135951662,5.380802875,0.799715657,0.736528247,0.033568312,0.039492131,0.367276820,0.286317951,0.181663803,0.215232115,0.533143771,0.718756788,48.294927236,48.496337105,49.588294532,2019,50643
PEORIA,2.242587717,2.321952370,1.426955025,1.431245006,0.030029869,0.023594897,1.868286850,2.092438372,0.168918013,0.204846606,9.743083746,8.611601182,37.555568664,38.206573324,48.556153174,2015,186481
PEORIA,2.317299222,2.401063537,1.471549856,1.451554504,0.033505726,0.025939917,1.901179726,2.144366445,0.178336927,0.205898089,9.836092152,8.682306275,37.396713196,38.050074847,48.529260766,2016,185043
PEORIA,2.377208602,2.435830708,1.477605807,1.478153678,0.036159430,0.029037118,1.918093412,2.070949185,0.183536502,0.208190659,9.870976579,8.729763046,37.361457335,38.034789755,48.478838515,2017,182525
PEORIA,2.434946296,2.463182372,1.512567822,1.522533496,0.037094452,0.030450670,1.926696933,2.124349463,0.191008748,0.204296313,9.949064334,8.776436718,37.255010519,37.914405935,48.469161776,2018,180620
PEORIA,2.505874014,2.548289699,1.550404902,1.580542363,0.036276573,0.029579359,1.935494673,2.153712210,0.193661088,0.219333739,9.962104934,8.810184229,37.224228286,37.808002054,48.514055777,2019,179179
PERRY,0.618001022,2.346545235,0.743459876,0.971144464,0.032526370,0.032526370,0.250917708,0.306677199,0.111518981,0.269504205,0.994377585,7.908554435,46.210677942,43.083499837,54.783699642,2015,21521
PERRY,0.645131130,2.393529989,0.752652985,0.963021832,0.032724043,0.028049180,0.229068300,0.294516385,0.098172128,0.247767753,0.995745874,7.821046234,46.262446823,43.139638166,54.751998504,2016,21391
PERRY,0.700155068,2.434096142,0.770640477,0.996193788,0.032893191,0.028194164,0.202058174,0.300737747,0.108077628,0.286640665,1.010290870,7.889666839,46.318312109,42.963206616,54.912833044,2017,21281
PERRY,0.695232690,2.511350738,0.818199016,1.007377980,0.033106319,0.028376844,0.208096860,0.335792660,0.118236852,0.297956867,1.002648505,7.950245933,46.315739690,42.806469921,55.013242527,2018,21144
PERRY,0.717154332,2.505259132,0.870147256,1.090074584,0.033467202,0.028686173,0.210365271,0.334672021,0.109963664,0.329890993,1.032702238,8.065595716,46.409447313,42.517689807,55.225664563,2019,20916
PIATT,0.703363914,0.611620795,0.501529052,0.501529052,0.036697248,0.012232416,0.256880734,0.171253823,0.079510703,0.110091743,0.226299694,0.293577982,48.941896024,49.345565749,49.553516820,2015,16350
PIATT,0.695957395,0.629387557,0.484144275,0.526506899,0.030259017,0.012103607,0.266279351,0.169450496,0.084725248,0.108932462,0.217864924,0.308641975,48.747276688,49.540062939,49.376664246,2016,16524
PIATT,0.694190720,0.584581659,0.554134697,0.523687736,0.036536354,0.012178785,0.243575691,0.170502984,0.109609061,0.109609061,0.274022653,0.395810498,48.678601876,49.372792595,49.409328949,2017,16422
PIATT,0.739337651,0.623243309,0.580471710,0.562141024,0.030551143,0.012220457,0.238298912,0.183306856,0.085543199,0.122204570,0.268850055,0.427715997,48.716852010,49.278993034,49.517291947,2018,16366
PIATT,0.783162017,0.746451297,0.587371512,0.654674498,0.042829173,0.018355360,0.281448850,0.226382770,0.073421439,0.116250612,0.263093490,0.403817915,48.813020069,49.125061185,49.626774351,2019,16344
PIKE,0.487496043,0.835707502,0.405191516,0.443178221,0.018993352,0.056980057,0.151946819,0.132953466,0.088635644,0.113960114,0.158277936,1.310541311,48.502690725,49.034504590,50.142450142,2015,15795
PIKE,0.412908144,0.806758989,0.425613010,0.476432474,0.006352433,0.050819464,0.171515691,0.139753526,0.082581629,0.165163258,0.152458392,1.213314700,48.450006352,49.129716681,50.031762165,2016,15742
PIKE,0.453152923,0.740362522,0.395711003,0.453152923,0.006382436,0.031912178,0.159560888,0.140413582,0.082971662,0.153178453,0.165943324,1.244574930,48.302272147,49.291549655,49.897881031,2017,15668
PIKE,0.500160308,0.769477397,0.410387945,0.448861815,0.006412312,0.032061558,0.160307791,0.160307791,0.076947740,0.147483168,0.173132414,1.256813081,48.470663674,49.086245592,50.086566207,2018,15595
PIKE,0.597647966,0.835421888,0.424137266,0.481974166,0.006426322,0.032131611,0.160658055,0.173510700,0.064263222,0.141379089,0.199215989,1.272411799,48.338795707,49.142085984,50.003213161,2019,15561
POPE,0.769051503,1.048706595,0.489396411,0.605919366,0,0.046609182,0.233045910,0.139827546,0.372873456,0.349568865,1.631321370,4.008389653,48.100675833,44.604987182,52.668375670,2015,4291
POPE,0.813008130,0.908656145,0.717360115,0.669536107,0,0.047824008,0.215208034,0.143472023,0.382592061,0.358680057,1.482544237,3.634624582,48.087039694,44.882831181,52.319464371,2016,4182
POPE,0.669376046,0.980157781,0.573750896,0.621563471,0,0.071718862,0.215156586,0.167344011,0.382500598,0.358594310,1.482189816,3.753287115,47.956012431,45.015539087,52.330863017,2017,4183
POPE,0.693116635,0.908221797,0.525812620,0.740917782,0,0.071701721,0.239005736,0.167304015,0.382409178,0.358508604,1.553537285,3.776290631,47.299235182,45.602294455,51.696940727,2018,4184
POPE,0.742159445,0.981565717,0.574575054,0.718218817,0,0.119703136,0.239406272,0.167584391,0.383050036,0.359109409,1.580081398,3.782619105,46.923629399,45.822360546,51.400526694,2019,4177
PULASKI,1.184373343,1.025278416,1.378822698,1.025278416,0.017677214,0.035354428,0.212126569,0.053031642,0.282835425,0.282835425,16.634258441,15.114018031,32.826586530,33.127099169,48.347180484,2015,5657
PULASKI,1.159885796,1.106352605,1.516773733,1.159885796,0.017844397,0.035688794,0.231977159,0.053533191,0.249821556,0.339043540,16.862955032,14.561027837,33.351177730,32.708779443,48.411848680,2016,5604
PULASKI,1.105072464,1.231884058,1.576086957,1.268115942,0.018115942,0.036231884,0.271739130,0.054347826,0.271739130,0.362318841,16.032608696,14.510869565,33.532608696,33.315217391,48.514492754,2017,5520
PULASKI,1.196172249,1.140964299,1.509017298,1.417004049,0.018402650,0.036805300,0.331247700,0.073610600,0.331247700,0.423260950,16.249539934,14.556496135,33.400809717,32.995951417,48.564593301,2018,5434
PULASKI,1.274601687,1.237113402,1.724461106,1.555763824,0.018744142,0.037488285,0.337394564,0.093720712,0.318650422,0.412371134,16.119962512,14.526710403,33.252108716,33.083411434,48.397375820,2019,5335
PUTNAM,2.252488214,2.811244980,0.488912170,0.523834468,0.017461149,0,0.226994936,0.104766894,0.226994936,0.069844596,0.279378383,0.523834468,50.497642745,47.529247424,51.231011001,2015,5727
PUTNAM,2.486865149,2.872154116,0.490367776,0.595446585,0.017513135,0,0.297723292,0.140105079,0.192644483,0.070052539,0.315236427,0.507880911,50.385288967,47.530647986,51.155866900,2016,5710
PUTNAM,2.722163681,2.845100105,0.509308044,0.684931507,0.017562346,0,0.351246927,0.175623463,0.193185810,0.087811732,0.386371619,0.509308044,50.544432736,47.207586934,51.334738321,2017,5694
PUTNAM,2.841701534,2.894002789,0.610181311,0.714783821,0.017433752,0,0.400976290,0.174337517,0.209205021,0.087168759,0.383542538,0.488145049,50.122036262,47.419804742,50.958856346,2018,5736
PUTNAM,2.997037811,3.258407388,0.609862345,0.592437707,0.034849277,0,0.453040599,0.174246384,0.191671023,0.121972469,0.313643492,0.453040599,50.252657257,47.290468723,51.106464541,2019,5739
RANDOLPH,0.740718161,2.280070719,0.536487228,0.627933915,0.021337560,0.048771566,0.207279156,0.195086265,0.118880693,0.146314699,1.429616534,9.141620435,45.766018411,42.358105225,55.328293605,2015,32806
RANDOLPH,0.777441846,2.270623805,0.576911211,0.691059419,0.021595607,0.049361387,0.225211328,0.203615722,0.126488554,0.154254335,1.449990745,8.912815450,45.739495280,42.484728821,55.115073734,2016,32414
RANDOLPH,0.811220856,2.337678422,0.579001146,0.712140446,0.021673840,0.049540205,0.238412236,0.195064557,0.130043038,0.154813141,1.411895842,8.923429421,45.781341920,42.455955662,55.163018237,2017,32297
RANDOLPH,0.801814961,2.365043354,0.596699506,0.689933804,0.021754669,0.049724959,0.264163844,0.229977935,0.142959257,0.170929546,1.479317525,8.969139447,45.572924760,42.443360164,55.051745035,2018,32177
RANDOLPH,0.887294695,2.429047889,0.626140583,0.695362155,0.018878611,0.047196526,0.280032723,0.232836197,0.166761060,0.179346800,1.500849537,9.105783148,45.494304952,42.284941162,55.122396325,2019,31782
RICHLAND,0.802155794,0.783355267,0.658018425,0.582816319,0.012533684,0.006266842,0.507614213,0.419878423,0.137870527,0.169204738,0.244406843,0.376010528,48.354953939,49.088174469,49.351381839,2015,15957
RICHLAND,0.827594921,0.764419736,0.707562070,0.606481774,0.012635037,0.006317518,0.518036515,0.442226294,0.132667888,0.164255480,0.259018258,0.379051109,48.449049213,48.903910544,49.466169689,2016,15829
RICHLAND,0.865062828,0.782976574,0.732461956,0.618804066,0.012628654,0.006314327,0.517774831,0.454631559,0.164172507,0.164172507,0.271516070,0.454631559,48.374060744,48.809749321,49.491696660,2017,15837
RICHLAND,0.962089838,0.872889455,0.739088882,0.681745779,0.012742912,0.006371456,0.503345014,0.433259000,0.184772220,0.165657853,0.324944250,0.490602103,48.410321759,48.690665817,49.544440905,2018,15695
RICHLAND,1.005608200,0.896022691,0.728421324,0.663959260,0.012892413,0.006446206,0.502804100,0.386772384,0.186939986,0.161155160,0.367433765,0.554373751,48.178946690,48.849352156,49.352156256,2019,15513
ROCK ISLAND,6.154256848,6.321272605,1.346393418,1.398414719,0.023272687,0.020534724,1.170479280,1.314906841,0.297069010,0.273796323,4.973510206,5.452653771,42.185852944,42.868974770,49.320300628,2015,146094
ROCK ISLAND,6.220376286,6.406656410,1.346046377,1.422628206,0.024147423,0.020697792,1.199781983,1.348116156,0.304947462,0.268381364,5.031633125,5.580124601,42.075850507,42.725761161,49.367682468,2016,144943
