Prop of Paraphernalia Drug Arrests per 100K,Prop Cannabis Arrests Per 100K,Prop Needle/Syringe Arrests per 100K,Prop Controlled Substance Arrests per 100K,Prop of Meth Arrests Per 100K,MVT Per 100K,Theft per 100K,Burglary per 100K,Robbery Per 100K,Homocides Per 100k,County,Year,HTIS per 100K,Arson per 100K,Population,HTS Per 100K,Battery/Assault Per 100K,Sexual Assault Per 100k,Total Index Crime Rates per 100K
41.822533051,67.380747694,44.146007110,178.907502498,9.293896234,44.146007110,678.454425056,190.524872790,32.528636818,0,LIVINGSTON,2017,0,9.293896234,43039,0,130.114547271,16.264318409,1101.3
111.552216280,111.552216280,3.280947538,177.171167033,0,42.652317989,862.889202402,288.723383313,19.685685226,0,LOGAN,2017,0,0,30479,0,180.452114571,6.561895075,1401
322.306542823,580.151777081,23.440475842,181.663687773,105.482141287,32.230654282,867.297606141,228.544639456,14.650297401,0,MCDONOUGH,2017,0,8.790178441,34129,0,131.852676609,61.531249084,1344.9
89.190153407,94.703726527,7.135212273,129.406804398,6.810884442,19.459669834,768.656958454,106.703856258,10.378490578,2.594622645,MCHENRY,2017,0,3.891933967,308330,0,53.838419875,32.757110888,998.3
30.213030367,108.310863580,3.990400237,177.287781965,4.560457414,65.556575325,1232.463616101,229.162985047,37.623773664,2.850285884,MCLEAN,2017,0,5.130514591,175421,0.570057177,180.708125025,76.387661682,1830.5
242.132962976,94.112057308,3.654837177,234.823288622,42.030627536,95.025766602,1732.392821900,747.414202697,103.249150250,9.137092943,MACON,2017,0,33.807243887,109444,0,286.904718395,60.304813421,3068.2
90.709644756,94.928698000,10.547633111,116.023964222,107.585857734,67.504851911,845.920175513,238.376508312,2.109526622,0,MACOUPIN,2017,0,6.328579867,47404,0,128.681123956,29.533372711,1318.5
164.958835443,70.642963698,51.479180993,310.378127736,143.540490067,122.497905136,1392.192449470,401.312155475,50.727660102,2.254562671,MADISON,2017,0,16.157699144,266127,0.751520890,185.625659929,43.212451198,2214.7
170.740036099,29.269720474,85.370018050,287.818917996,239.036050539,153.666032489,1478.120883946,678.081857652,104.883165032,0,MARION,2017,0,90.248304795,40998,0,424.410946875,80.491731304,3009.9
180.313089091,32.784198017,8.196049504,122.940742562,8.196049504,32.784198017,499.959019752,286.861732645,0,0,MARSHALL,2017,0,16.392099008,12201,0,131.136792066,24.588148512,991.7
77.711056164,56.517131756,35.323207347,134.228187919,148.357470858,56.517131756,607.559166372,219.003885553,0,0,MASON,2017,0,7.064641469,14155,0,113.034263511,105.969622042,1109.1
162.249864792,108.166576528,87.885343429,263.656030287,202.812330990,169.010275825,2420.227149811,709.843158464,74.364521363,0,MASSAC,2017,0,27.041644132,14792,0,236.614386155,74.364521363,3711.5
14.576197070,21.864295605,0,0,7.288098535,7.288098535,204.066758983,80.169083886,0,0,MENARD,2017,0,0,13721,0,21.864295605,29.152394140,342.5
35.836789024,71.673578047,0,40.956330313,25.597706446,5.119541289,127.988532228,51.195412891,0,0,MERCER,2017,0,0,19533,0,0,5.119541289,189.4
54.668393037,34.527406129,20.140986908,80.563947633,43.159257661,14.386419220,279.096532873,77.686663789,2.877283844,0,MONROE,2017,0,2.877283844,34755,0,34.527406129,8.631851532,420.1
261.020881671,225.573601444,6.444960041,293.245681877,90.229440577,54.782160351,1143.980407321,296.468161897,3.222480021,0,MONTGOMERY,2017,0,25.779840165,31032,0,93.451920598,16.112400103,1633.8
82.414459475,42.628168694,14.209389565,201.773331818,150.619529385,71.046947823,1801.750596794,363.760372854,22.735023303,2.841877913,MORGAN,2017,0,14.209389565,35188,0,201.773331818,51.153802433,2529.3
13.486176669,20.229265003,0,13.486176669,6.743088334,20.229265003,289.952798382,33.715441672,6.743088334,0,MOULTRIE,2017,0,0,14830,0,114.632501686,6.743088334,472
52.164840897,40.986660705,11.178180192,48.438780833,0,24.219390417,482.524778299,106.192711827,3.726060064,0,OGLE,2017,0,1.863030032,53676,0,48.438780833,13.041210224,680
72.268986207,119.061854973,34.314770429,210.047988687,5.199207641,224.085849317,2261.655323729,731.528515054,153.896546166,6.758969933,PEORIA,2017,0,27.555800496,192337,0,324.950477547,58.231125576,3788.7
188.967875461,53.990821560,76.486997210,197.966345721,206.964815981,13.497705390,377.935750922,206.964815981,4.499235130,0,PERRY,2017,0,8.998470260,22226,0,134.977053901,8.998470260,755.9
47.110552764,36.641541039,0,62.814070352,5.234505863,20.938023451,193.676716918,157.035175879,0,0,PIATT,2017,0,5.234505863,19104,0,31.407035176,31.407035176,439.7
332.359177125,34.381983840,17.190991920,80.224628961,515.729757607,0,544.381410807,194.831241763,0,0,PIKE,2017,0,0,17451,0,28.651653200,28.651653200,796.5
39.656311963,79.312623926,0,0,0,0,185.062789161,52.875082617,0,0,PUTNAM,2017,0,0,7565,0,26.437541309,0,264.4
187.316755348,86.871538712,51.579976110,119.448365729,59.724182865,16.288413509,108.589423390,40.721033771,0,0,RANDOLPH,2017,0,0,36836,2.714735585,51.579976110,10.858942339,230.8
169.907494808,88.100182493,62.928701781,75.514442137,453.086652822,138.443143918,2133.282990372,484.551003713,6.292870178,0,RICHLAND,2017,0,31.464350890,15891,0,276.886287836,56.635831603,3127.6
125.988846672,120.020953934,44.427645932,160.470004708,67.636117687,135.935334567,1840.763359791,484.725510089,31.828761264,2.652396772,ROCK ISLAND,2017,0,9.946487895,150807,0,286.458851380,55.700332213,2848
193.771784994,190.332049165,34.397358283,228.933529016,68.412523696,183.834770379,1543.677001162,497.997309362,96.694796062,15.669907662,ST. CLAIR,2017,0,20.256222100,261648,0,370.344890846,61.150859170,2789.6
103.145951521,63.474431705,27.770063871,261.832030785,111.080255485,75.375887650,1543.222120839,769.627484429,31.737215853,3.967151982,SALINE,2017,0,0,25207,0,432.419565994,27.770063871,2884.1
484.756921168,710.376499545,5.002651405,238.126206890,85.045073889,200.606321350,2327.233433720,748.396650225,133.070527380,6.503446827,SANGAMON,2017,0,142.075299909,199894,1.000530281,521.776541567,65.534733409,4146.2
292.911540715,263.620386643,14.645577036,43.936731107,117.164616286,14.645577036,410.076157001,43.936731107,0,0,SCHUYLER,2017,0,0,6828,0,73.227885179,14.645577036,556.5
19.956096588,0,0,59.868289763,0,19.956096588,239.473159050,259.429255638,0,0,SCOTT,2017,0,0,5011,0,0,0,518.9
31.771247021,11.914217633,0,35.742652899,0,3.971405878,142.970611597,23.828435266,0,0,SHELBY,2017,0,0,25180,0,11.914217633,15.885623511,198.6
42.943028915,0,0,14.314342972,0,42.943028915,429.430289150,229.029487547,0,0,STARK,2017,0,0,6986,0,85.886057830,0,787.3
209.587051255,197.136335339,16.600954555,166.009545549,0,41.502386387,1612.367711143,373.521477485,26.976551152,4.150238639,STEPHENSON,2017,0,12.450715916,48190,0,43.577505707,66.403818220,2181
406.688763919,284.533164500,12.662470671,175.784886969,31.283751071,40.221965662,905.739078619,324.010278947,17.876429183,0.744851216,TAZEWELL,2017,0,11.172768240,134255,0,162.377565081,46.925626606,1509.1
252.497529915,87.825227797,76.847074322,170.161378856,279.942913602,76.847074322,966.077505764,301.899220551,5.489076737,0,UNION,2017,0,16.467230212,18218,0,170.161378856,49.401690636,1586.3
75.788716473,88.634261638,2.569109033,211.951495221,160.569314562,136.162778748,2334.035556469,935.155688007,123.317233583,12.845545165,VERMILION,2017,0,12.845545165,77848,0,646.130921796,111.756242935,4312.2
673.665791776,122.484689414,104.986876640,201.224846894,341.207349081,17.497812773,1618.547681540,341.207349081,17.497812773,0,WABASH,2017,0,0,11430,0,209.973753281,8.748906387,2213.5
288.850375505,0,0,78.777375138,68.273725119,73.525550129,693.240901213,220.576650386,0,5.251825009,WARREN,2017,0,15.755475028,19041,0,152.302925267,31.510950055,1192.2
99.482690012,86.218331344,19.896538002,39.793076005,46.425255339,33.160896671,212.229738692,179.068842021,0,0,WASHINGTON,2017,0,13.264358668,15078,0,198.965380024,6.632179334,643.3
24.470818549,12.235409274,0,42.823932461,36.706227823,12.235409274,568.946531261,79.530160284,0,0,WAYNE,2017,0,18.353113912,16346,0,36.706227823,6.117704637,721.9
160.277814879,173.634299452,0,106.851876586,113.530118873,60.104180580,687.858955523,186.990784026,0,0,WHITE,2017,0,20.034726860,14974,0,327.233872045,6.678242287,1288.9
78.229175927,76.451240110,19.557293982,115.565828074,28.446973064,88.896790826,1253.444750645,300.471152991,8.889679083,1.777935817,WHITESIDE,2017,0,17.779358165,56245,0,99.564405725,51.560138679,1822.4
71.276971032,72.722751378,4.048184967,89.927537489,2.891560691,72.433595309,891.323582991,164.096069212,44.674612675,3.759028898,WILL,2017,0,17.060208077,691668,0.289156069,95.276924767,32.385479739,1321.3
22.384509919,22.384509919,6.995159350,68.552561627,18.187414309,90.937071546,749.881082291,373.541509276,22.384509919,1.399031870,WILLIAMSON,2017,0,5.596127480,71478,0,36.374828619,15.389350569,1295.5
83.301699776,341.290930308,22.846457745,169.063787310,1.757419827,194.370632812,1825.959199741,665.710630281,162.385591969,6.678195341,WINNEBAGO,2017,0.351483965,27.415749294,284508,0.702967931,708.240190083,57.994854275,3649.8
18.524950793,67.152946625,0,64.837327776,0,37.049901586,497.858052565,87.993516267,2.315618849,0,WOODFORD,2017,0,0,43185,0,74.099803172,25.471807341,724.8
